MJAHR,MBLNR,BWART,EBELP,DMBTR,ZEILE,EBELN,MENGE
2018,4900000159,101,00001,950029.0,1,2000000018,1
2018,4900000160,101,00001,502814.0,1,2000000019,1
2018,4900000161,101,00001,502814.0,1,2000000019,1
2018,4900000162,101,00001,502814.0,1,2000000019,1
2018,4900000163,101,00001,502814.0,1,2000000019,1
2018,4900000164,101,00001,502814.0,1,2000000019,1
2018,4900000165,101,00001,502814.0,1,2000000019,1
2018,4900000166,101,00001,502814.0,1,2000000019,1
2018,4900000167,101,00001,502814.0,1,2000000019,1
2018,4900000168,101,00001,502814.0,1,2000000019,1
2018,4900000169,101,00001,502814.0,1,2000000019,1
2018,4900000170,101,00001,502814.0,1,2000000019,1
2018,4900000171,101,00001,502814.0,1,2000000019,1
2018,4900000172,101,00001,502814.0,1,2000000019,1
2018,4900000173,101,00001,502814.0,1,2000000019,1
2018,4900000174,101,00001,502814.0,1,2000000019,1
2018,4900000175,101,00001,502814.0,1,2000000019,1
2018,4900000176,101,00001,502814.0,1,2000000019,1
2018,4900000177,101,00001,502814.0,1,2000000019,1
2018,4900000178,101,00001,502814.0,1,2000000019,1
2018,4900000179,101,00001,502814.0,1,2000000019,1
2018,4900000180,101,00001,502814.0,1,2000000019,1
2018,4900000181,101,00001,155884.0,1,2000000020,1
2018,4900000182,101,00001,155884.0,1,2000000020,1
2018,4900000183,101,00001,155884.0,1,2000000020,1
2018,4900000184,101,00001,155884.0,1,2000000020,1
2018,4900000185,101,00001,155884.0,1,2000000020,1
2018,4900000186,101,00001,155884.0,1,2000000020,1
2018,4900000187,101,00001,155884.0,1,2000000020,1
2018,4900000188,101,00001,155884.0,1,2000000020,1
2018,4900000189,101,00001,155884.0,1,2000000020,1
2018,4900000190,101,00001,155884.0,1,2000000020,1
2018,4900000191,101,00001,155884.0,1,2000000020,1
2018,4900000192,101,00001,277128.0,1,2000000021,1
2018,4900000193,101,00001,277128.0,1,2000000021,1
2018,4900000194,101,00001,277128.0,1,2000000021,1
2018,4900000195,101,00001,277128.0,1,2000000021,1
2018,4900000196,101,00001,277128.0,1,2000000021,1
2018,4900000197,101,00001,277128.0,1,2000000021,1
2018,4900000198,101,00001,277128.0,1,2000000021,1
2018,4900000199,101,00001,277128.0,1,2000000021,1
2018,4900000200,101,00001,277128.0,1,2000000021,1
2018,4900000201,101,00001,4312806.0,1,2000000022,1
2018,4900000202,101,00001,4312806.0,1,2000000022,1
2018,4900000203,101,00001,4312806.0,1,2000000022,1
2018,4900000204,101,00001,4312806.0,1,2000000022,1
2018,4900000205,101,00001,4312806.0,1,2000000022,1
2018,4900000206,101,00001,4312806.0,1,2000000022,1
2018,4900000207,101,00001,4312806.0,1,2000000022,1
2018,4900000208,101,00001,4312806.0,1,2000000022,1
2018,4900000209,101,00001,4312806.0,1,2000000022,1
2018,4900000210,101,00001,4312806.0,1,2000000022,1
2018,4900000211,101,00001,4312806.0,1,2000000022,1
2018,4900000212,101,00001,4312806.0,1,2000000022,1
2018,4900000213,101,00001,4312806.0,1,2000000022,1
2018,4900000214,101,00001,4312806.0,1,2000000022,1
2018,4900000215,101,00001,4312806.0,1,2000000022,1
2018,4900000216,101,00001,4312806.0,1,2000000022,1
2018,4900000217,101,00001,4312806.0,1,2000000022,1
2018,4900000218,101,00001,4312806.0,1,2000000022,1
2018,4900000219,101,00001,4312806.0,1,2000000022,1
2018,4900000220,101,00001,4312806.0,1,2000000022,1
2018,4900000221,101,00001,4312806.0,1,2000000022,1
2018,4900000222,101,00001,4312806.0,1,2000000022,1
2018,4900000223,101,00001,4312806.0,1,2000000022,1
2018,4900000224,101,00001,4312806.0,1,2000000022,1
2018,4900000225,101,00001,22251.0,1,2000000023,1
2018,4900000226,101,00001,58196.0,1,2000000024,1
2018,4900000227,101,00001,58196.0,1,2000000024,1
2018,4900000228,101,00001,58196.0,1,2000000024,1
2018,4900000229,101,00001,58196.0,1,2000000024,1
2018,4900000230,101,00001,58196.0,1,2000000024,1
2018,4900000231,101,00001,58196.0,1,2000000024,1
2018,4900000232,101,00001,58196.0,1,2000000024,1
2018,4900000233,101,00001,1368.0,1,2000000025,1
2018,4900000234,101,00001,74.0,1,2000000026,1
2018,4900000235,101,00002,45.0,1,2000000026,1
2018,4900000236,101,00001,6754.0,1,2000000027,1
2018,4900000237,101,00001,6754.0,1,2000000027,1
2018,4900000238,101,00001,6754.0,1,2000000027,1
2018,4900000239,101,00001,6754.0,1,2000000027,1
2018,4900000240,101,00001,6754.0,1,2000000027,1
2018,4900000241,101,00001,6754.0,1,2000000027,1
2018,4900000242,101,00001,6754.0,1,2000000028,1
2018,4900000243,101,00001,6754.0,1,2000000028,1
2018,4900000244,101,00001,6754.0,1,2000000028,1
2018,4900000245,101,00001,6754.0,1,2000000028,1
2018,4900000246,101,00001,6754.0,1,2000000028,1
2018,4900000247,101,00001,6754.0,1,2000000028,1
2018,4900000248,101,00001,83.0,1,2000000029,1
2018,4900000249,101,00002,19.0,1,2000000029,1
2018,4900000250,101,00003,5.0,1,2000000029,1
2018,4900000251,101,00001,549.0,1,2000000030,1
2018,4900000252,101,00001,549.0,1,2000000030,1
2018,4900000253,101,00001,22.0,1,2000000031,1
2018,4900000254,101,00001,106.0,1,2000000032,1
2018,4900000255,101,00001,12852.0,1,2000000033,1
2018,4900000256,101,00001,277128.0,1,2000000034,1
2018,4900000257,101,00001,277128.0,1,2000000034,1
2018,4900000258,101,00001,277128.0,1,2000000034,1
2018,4900000259,101,00001,277128.0,1,2000000034,1
2018,4900000260,101,00001,277128.0,1,2000000034,1
2018,4900000261,101,00001,277128.0,1,2000000034,1
2018,4900000262,101,00001,277128.0,1,2000000034,1
2018,4900000263,101,00001,277128.0,1,2000000034,1
2018,4900000264,101,00001,277128.0,1,2000000034,1
2018,4900000265,101,00001,277128.0,1,2000000034,1
2018,4900000266,101,00001,3065.0,1,2000000035,1
2018,4900000267,101,00001,6903.0,1,2000000036,1
2018,4900000268,101,00001,938.0,1,2000000037,1
2018,4900000269,101,00002,34.0,1,2000000037,1
2018,4900000270,101,00003,63.0,1,2000000037,1
2018,4900000271,101,00001,57.0,1,2000000038,1
2018,4900000272,101,00001,428.0,1,2000000039,1
2018,4900000273,101,00002,127.0,1,2000000039,1
2018,4900000274,101,00001,3464.0,1,2000000040,1
2018,4900000275,101,00001,3464.0,1,2000000040,1
2018,4900000276,101,00001,3464.0,1,2000000040,1
2019,4900000277,101,00001,3464.0,1,2000000040,1
2018,4900000278,101,00001,260.0,1,2000000041,1
2018,4900000279,101,00001,45.0,1,2000000042,1
2018,4900000280,101,00001,181.0,1,2000000044,1
2018,4900000281,101,00001,646.0,1,2000000045,1
2018,4900000282,101,00002,49.0,1,2000000045,1
2018,4900000283,101,00001,173.0,1,2000000046,1
2018,4900000284,101,00001,649519.0,1,2000000047,1
2018,4900000285,101,00001,649519.0,1,2000000047,1
2018,4900000286,101,00001,649519.0,1,2000000047,1
2018,4900000287,101,00001,649519.0,1,2000000047,1
2018,4900000288,101,00001,649519.0,1,2000000047,1
2018,4900000289,101,00001,649519.0,1,2000000047,1
2018,4900000290,101,00001,649519.0,1,2000000047,1
2018,4900000291,101,00001,649519.0,1,2000000047,1
2018,4900000292,101,00001,649519.0,1,2000000047,1
2018,4900000293,101,00001,649519.0,1,2000000047,1
2018,4900000294,101,00001,649519.0,1,2000000047,1
2018,4900000295,101,00001,649519.0,1,2000000047,1
2018,4900000296,101,00001,649519.0,1,2000000047,1
2018,4900000297,101,00001,649519.0,1,2000000047,1
2018,4900000298,101,00001,649519.0,1,2000000047,1
2018,4900000299,101,00001,649519.0,1,2000000047,1
2018,4900000300,101,00001,649519.0,1,2000000047,1
2018,4900000301,101,00001,649519.0,1,2000000047,1
2018,4900000302,101,00001,649519.0,1,2000000047,1
2018,4900000303,101,00001,649519.0,1,2000000047,1
2018,4900000304,101,00001,649519.0,1,2000000047,1
2018,4900000305,101,00001,649519.0,1,2000000047,1
2018,4900000306,101,00001,649519.0,1,2000000047,1
2018,4900000307,101,00001,649519.0,1,2000000047,1
2018,4900000308,101,00001,649519.0,1,2000000047,1
2018,4900000309,101,00001,649519.0,1,2000000047,1
2018,4900000310,101,00001,649519.0,1,2000000047,1
2018,4900000311,101,00001,649519.0,1,2000000047,1
2018,4900000312,101,00001,649519.0,1,2000000047,1
2018,4900000313,101,00001,649519.0,1,2000000047,1
2018,4900000314,101,00001,649519.0,1,2000000047,1
2018,4900000315,101,00001,649519.0,1,2000000047,1
2018,4900000316,101,00001,649519.0,1,2000000047,1
2018,4900000317,101,00001,649519.0,1,2000000047,1
2018,4900000318,101,00001,649519.0,1,2000000047,1
2018,4900000319,101,00001,649519.0,1,2000000047,1
2018,4900000320,101,00001,649519.0,1,2000000047,1
2018,4900000321,101,00001,649519.0,1,2000000047,1
2018,4900000322,101,00001,649519.0,1,2000000047,1
2018,4900000323,101,00001,649519.0,1,2000000047,1
2018,4900000324,101,00001,649519.0,1,2000000047,1
2018,4900000325,101,00001,649519.0,1,2000000047,1
2018,4900000326,101,00001,649519.0,1,2000000047,1
2018,4900000327,101,00001,649519.0,1,2000000047,1
2018,4900000328,101,00001,649519.0,1,2000000047,1
2018,4900000329,101,00001,649519.0,1,2000000047,1
2018,4900000330,101,00001,649519.0,1,2000000047,1
2018,4900000331,101,00001,649519.0,1,2000000047,1
2018,4900000332,101,00001,649519.0,1,2000000047,1
2018,4900000333,101,00001,649519.0,1,2000000047,1
2018,4900000334,101,00001,649519.0,1,2000000047,1
2019,4900000335,101,00001,649519.0,1,2000000047,1
2019,4900000336,101,00001,649519.0,1,2000000047,1
2019,4900000337,101,00001,649519.0,1,2000000047,1
2019,4900000338,101,00001,649519.0,1,2000000047,1
2018,4900000339,101,00001,828.0,1,2000000048,1
2018,4900000340,101,00001,412.0,1,2000000049,1
2018,4900000341,101,00001,2726.0,1,2000000050,1
2018,4900000342,101,00001,33.0,1,2000000051,1
2018,4900000343,101,00001,2165.0,1,2000000052,1
2018,4900000344,101,00001,179.0,1,2000000054,1
2018,4900000345,101,00002,23.0,1,2000000054,1
2018,4900000346,101,00003,526.0,1,2000000054,1
2018,4900000347,101,00004,459.0,1,2000000054,1
2018,4900000348,101,00001,433012.0,1,2000000055,1
2018,4900000349,101,00001,433012.0,1,2000000055,1
2018,4900000350,101,00001,433012.0,1,2000000055,1
2018,4900000351,101,00001,433012.0,1,2000000055,1
2018,4900000352,101,00001,433012.0,1,2000000055,1
2018,4900000353,101,00001,433012.0,1,2000000055,1
2018,4900000354,101,00001,433012.0,1,2000000055,1
2018,4900000355,101,00001,433012.0,1,2000000055,1
2018,4900000356,101,00001,433012.0,1,2000000055,1
2018,4900000357,101,00001,433012.0,1,2000000055,1
2018,4900000358,101,00001,433012.0,1,2000000055,1
2018,4900000359,101,00001,433012.0,1,2000000055,1
2018,4900000360,101,00001,41569.0,1,2000000056,1
2018,4900000361,101,00001,41569.0,1,2000000056,1
2018,4900000362,101,00001,41569.0,1,2000000056,1
2018,4900000363,101,00001,41569.0,1,2000000056,1
2018,4900000364,101,00001,41569.0,1,2000000056,1
2018,4900000365,101,00001,41569.0,1,2000000056,1
2018,4900000366,101,00001,41569.0,1,2000000056,1
2018,4900000367,101,00001,41569.0,1,2000000056,1
2018,4900000368,101,00001,41569.0,1,2000000056,1
2018,4900000369,101,00001,41569.0,1,2000000056,1
2018,4900000370,101,00001,41569.0,1,2000000056,1
2018,4900000371,101,00001,41569.0,1,2000000056,1
2018,4900000372,101,00001,277128.0,1,2000000057,1
2018,4900000373,101,00001,277128.0,1,2000000057,1
2018,4900000374,101,00001,277128.0,1,2000000057,1
2018,4900000375,101,00001,277128.0,1,2000000057,1
2018,4900000376,101,00001,277128.0,1,2000000057,1
2018,4900000377,101,00001,277128.0,1,2000000057,1
2018,4900000378,101,00001,277128.0,1,2000000057,1
2018,4900000379,101,00001,277128.0,1,2000000057,1
2018,4900000380,101,00001,277128.0,1,2000000057,1
2018,4900000381,101,00001,277128.0,1,2000000057,1
2018,4900000382,101,00001,277128.0,1,2000000057,1
2018,4900000383,101,00001,277128.0,1,2000000057,1
2018,4900000384,101,00001,339481.0,1,2000000058,1
2018,4900000385,101,00001,339481.0,1,2000000058,1
2018,4900000386,101,00001,339481.0,1,2000000058,1
2018,4900000387,101,00001,339481.0,1,2000000058,1
2018,4900000388,101,00001,339481.0,1,2000000058,1
2018,4900000389,101,00001,339481.0,1,2000000058,1
2018,4900000390,101,00001,339481.0,1,2000000058,1
2018,4900000391,101,00001,339481.0,1,2000000058,1
2018,4900000392,101,00001,339481.0,1,2000000058,1
2018,4900000393,101,00001,339481.0,1,2000000058,1
2018,4900000394,101,00001,339481.0,1,2000000058,1
2018,4900000395,101,00001,339481.0,1,2000000058,1
2018,4900000396,101,00001,190525.0,1,2000000059,1
2018,4900000397,101,00001,190525.0,1,2000000059,1
2018,4900000398,101,00001,190525.0,1,2000000059,1
2018,4900000399,101,00001,190525.0,1,2000000059,1
2018,4900000400,101,00001,190525.0,1,2000000059,1
2018,4900000401,101,00001,190525.0,1,2000000059,1
2018,4900000402,101,00001,190525.0,1,2000000059,1
2018,4900000403,101,00001,190525.0,1,2000000059,1
2018,4900000404,101,00001,190525.0,1,2000000059,1
2018,4900000405,101,00001,190525.0,1,2000000059,1
2018,4900000406,101,00001,190525.0,1,2000000059,1
2018,4900000407,101,00001,190525.0,1,2000000059,1
2018,4900000408,101,00001,356802.0,1,2000000060,1
2018,4900000409,101,00001,356802.0,1,2000000060,1
2018,4900000410,101,00001,356802.0,1,2000000060,1
2018,4900000411,101,00001,356802.0,1,2000000060,1
2018,4900000412,101,00001,356802.0,1,2000000060,1
2018,4900000413,101,00001,356802.0,1,2000000060,1
2018,4900000414,101,00001,356802.0,1,2000000060,1
2018,4900000415,101,00001,356802.0,1,2000000060,1
2018,4900000416,101,00001,356802.0,1,2000000060,1
2018,4900000417,101,00001,356802.0,1,2000000060,1
2018,4900000418,101,00001,356802.0,1,2000000060,1
2018,4900000419,101,00001,356802.0,1,2000000060,1
2018,4900000420,101,00001,304840.0,1,2000000061,1
2018,4900000421,101,00001,304840.0,1,2000000061,1
2018,4900000422,101,00001,304840.0,1,2000000061,1
2018,4900000423,101,00001,304840.0,1,2000000061,1
2018,4900000424,101,00001,304840.0,1,2000000061,1
2018,4900000425,101,00001,304840.0,1,2000000061,1
2018,4900000426,101,00001,304840.0,1,2000000061,1
2018,4900000427,101,00001,304840.0,1,2000000061,1
2018,4900000428,101,00001,304840.0,1,2000000061,1
2018,4900000429,101,00001,304840.0,1,2000000061,1
2018,4900000430,101,00001,304840.0,1,2000000061,1
2018,4900000431,101,00001,304840.0,1,2000000061,1
2018,4900000432,101,00001,259807.0,1,2000000064,1
2018,4900000433,101,00001,259807.0,1,2000000064,1
2018,4900000434,101,00001,259807.0,1,2000000064,1
2018,4900000435,101,00001,259807.0,1,2000000064,1
2018,4900000436,101,00001,259807.0,1,2000000064,1
2018,4900000437,101,00001,259807.0,1,2000000064,1
2018,4900000438,101,00001,259807.0,1,2000000064,1
2018,4900000439,101,00001,259807.0,1,2000000064,1
2018,4900000440,101,00001,259807.0,1,2000000064,1
2018,4900000441,101,00001,259807.0,1,2000000064,1
2018,4900000442,101,00001,259807.0,1,2000000064,1
2019,4900000443,101,00001,259807.0,1,2000000064,1
2018,4900000444,101,00001,207846.0,1,2000000065,1
2018,4900000445,101,00001,207846.0,1,2000000065,1
2018,4900000446,101,00001,207846.0,1,2000000065,1
2018,4900000447,101,00001,207846.0,1,2000000065,1
2018,4900000448,101,00001,207846.0,1,2000000065,1
2018,4900000449,101,00001,207846.0,1,2000000065,1
2018,4900000450,101,00001,207846.0,1,2000000065,1
2018,4900000451,101,00001,207846.0,1,2000000065,1
2018,4900000452,101,00001,207846.0,1,2000000065,1
2018,4900000453,101,00001,207846.0,1,2000000065,1
2018,4900000454,101,00001,207846.0,1,2000000065,1
2018,4900000455,101,00001,207846.0,1,2000000065,1
2018,4900000456,101,00001,294448.0,1,2000000066,1
2018,4900000457,101,00001,294448.0,1,2000000066,1
2018,4900000458,101,00001,294448.0,1,2000000066,1
2018,4900000459,101,00001,294448.0,1,2000000066,1
2018,4900000460,101,00001,294448.0,1,2000000066,1
2018,4900000461,101,00001,294448.0,1,2000000066,1
2018,4900000462,101,00001,294448.0,1,2000000066,1
2018,4900000463,101,00001,294448.0,1,2000000066,1
2018,4900000464,101,00001,294448.0,1,2000000066,1
2018,4900000465,101,00001,294448.0,1,2000000066,1
2018,4900000466,101,00001,294448.0,1,2000000066,1
2018,4900000467,101,00001,294448.0,1,2000000066,1
2018,4900000468,101,00001,259807.0,1,2000000067,1
2018,4900000469,101,00001,259807.0,1,2000000067,1
2018,4900000470,101,00001,259807.0,1,2000000067,1
2018,4900000471,101,00001,259807.0,1,2000000067,1
2018,4900000472,101,00001,259807.0,1,2000000067,1
2018,4900000473,101,00001,259807.0,1,2000000067,1
2018,4900000474,101,00001,259807.0,1,2000000067,1
2018,4900000475,101,00001,259807.0,1,2000000067,1
2018,4900000476,101,00001,259807.0,1,2000000067,1
2018,4900000477,101,00001,259807.0,1,2000000067,1
2018,4900000478,101,00001,259807.0,1,2000000067,1
2018,4900000479,101,00001,259807.0,1,2000000067,1
2018,4900000480,101,00001,381051.0,1,2000000068,1
2018,4900000481,101,00001,381051.0,1,2000000068,1
2018,4900000482,101,00001,381051.0,1,2000000068,1
2018,4900000483,101,00001,381051.0,1,2000000068,1
2018,4900000484,101,00001,381051.0,1,2000000068,1
2018,4900000485,101,00001,381051.0,1,2000000068,1
2018,4900000486,101,00001,381051.0,1,2000000068,1
2018,4900000487,101,00001,381051.0,1,2000000068,1
2018,4900000488,101,00001,381051.0,1,2000000068,1
2018,4900000489,101,00001,381051.0,1,2000000068,1
2018,4900000490,101,00001,381051.0,1,2000000068,1
2018,4900000491,101,00001,381051.0,1,2000000068,1
2018,4900000492,101,00001,495366.0,1,2000000069,1
2018,4900000493,101,00001,495366.0,1,2000000069,1
2018,4900000494,101,00001,495366.0,1,2000000069,1
2018,4900000495,101,00001,495366.0,1,2000000069,1
2018,4900000496,101,00001,495366.0,1,2000000069,1
2018,4900000497,101,00001,495366.0,1,2000000069,1
2018,4900000498,101,00001,495366.0,1,2000000069,1
2018,4900000499,101,00001,495366.0,1,2000000069,1
2018,4900000500,101,00001,495366.0,1,2000000069,1
2018,4900000501,101,00001,495366.0,1,2000000069,1
2018,4900000502,101,00001,495366.0,1,2000000069,1
2018,4900000503,101,00001,495366.0,1,2000000069,1
2018,4900000504,101,00001,495366.0,1,2000000069,1
2018,4900000505,101,00001,242487.0,1,2000000070,1
2018,4900000506,101,00001,242487.0,1,2000000070,1
2018,4900000507,101,00001,242487.0,1,2000000070,1
2018,4900000508,101,00001,242487.0,1,2000000070,1
2018,4900000509,101,00001,242487.0,1,2000000070,1
2018,4900000510,101,00001,242487.0,1,2000000070,1
2018,4900000511,101,00001,242487.0,1,2000000070,1
2018,4900000512,101,00001,242487.0,1,2000000070,1
2018,4900000513,101,00001,242487.0,1,2000000070,1
2018,4900000514,101,00001,242487.0,1,2000000070,1
2018,4900000515,101,00001,207846.0,1,2000000071,1
