UDATE,OBJECTCLAS,UTIME,CHANGENR,OBJECTID,USERNAME
20180108,EINKBELEG,072100,0000000043,2000000003,batch_00
20180108,EINKBELEG,072100,0000000044,2000000003,batch_00
20180108,EINKBELEG,072100,0000000045,2000000003,user_000
20180108,EINKBELEG,062100,0000000046,2000000003,batch_00
20180108,EINKBELEG,072100,0000000047,2000000003,batch_00
20180108,EINKBELEG,072100,0000000048,2000000003,batch_00
20180108,EINKBELEG,072100,0000000049,2000000003,batch_00
20180108,EINKBELEG,072100,0000000050,2000000003,batch_00
20180108,EINKBELEG,072100,0000000051,2000000003,batch_00
20180108,EINKBELEG,072100,0000000052,2000000003,batch_00
20180108,EINKBELEG,072100,0000000053,2000000003,user_000
20180108,EINKBELEG,062100,0000000054,2000000004,batch_00
20180108,EINKBELEG,072100,0000000055,2000000004,batch_00
20180108,EINKBELEG,072100,0000000056,2000000004,batch_00
20180108,EINKBELEG,072100,0000000057,2000000004,batch_00
20180108,EINKBELEG,072100,0000000058,2000000004,batch_00
20180108,EINKBELEG,072100,0000000059,2000000004,batch_00
20180108,EINKBELEG,072100,0000000060,2000000004,batch_00
20180108,EINKBELEG,072100,0000000061,2000000004,user_000
20180108,EINKBELEG,090800,0000000062,2000000005,batch_00
20180108,EINKBELEG,100800,0000000063,2000000005,batch_00
20180108,EINKBELEG,100800,0000000064,2000000005,batch_00
20180108,EINKBELEG,100800,0000000065,2000000005,batch_00
20180108,EINKBELEG,100900,0000000066,2000000005,batch_00
20180108,EINKBELEG,100900,0000000067,2000000005,batch_00
20180108,EINKBELEG,100900,0000000068,2000000005,user_000
20180108,EINKBELEG,100900,0000000069,2000000005,batch_00
20180108,EINKBELEG,225900,0000000070,2000000005,NONE
20180802,EINKBELEG,071500,0000000071,2000000005,user_007
20180108,EINKBELEG,090800,0000000072,2000000005,batch_00
20180108,EINKBELEG,100800,0000000073,2000000005,batch_00
20180108,EINKBELEG,100800,0000000074,2000000005,batch_00
20180108,EINKBELEG,100800,0000000075,2000000005,batch_00
20180108,EINKBELEG,100900,0000000076,2000000005,batch_00
20180108,EINKBELEG,100900,0000000077,2000000005,batch_00
20180108,EINKBELEG,100900,0000000078,2000000005,user_000
20180108,EINKBELEG,100900,0000000079,2000000005,batch_00
20180108,EINKBELEG,103300,0000000080,2000000006,batch_00
20180108,EINKBELEG,113300,0000000081,2000000006,batch_00
20180108,EINKBELEG,113300,0000000082,2000000006,batch_00
20180108,EINKBELEG,113300,0000000083,2000000006,batch_00
20180108,EINKBELEG,113300,0000000084,2000000006,batch_00
20180108,EINKBELEG,113300,0000000085,2000000006,batch_00
20180108,EINKBELEG,113300,0000000086,2000000006,batch_00
20180108,EINKBELEG,113300,0000000087,2000000006,user_000
20190117,EINKBELEG,105900,0000000088,2000000006,user_003
20190117,EINKBELEG,105900,0000000089,2000000006,user_000
20180108,EINKBELEG,121200,0000000090,2000000007,batch_00
20180108,EINKBELEG,131200,0000000091,2000000007,batch_00
20180108,EINKBELEG,131200,0000000092,2000000007,batch_00
20180108,EINKBELEG,131200,0000000093,2000000007,batch_00
20180108,EINKBELEG,131200,0000000094,2000000007,batch_00
20180108,EINKBELEG,131200,0000000095,2000000007,batch_00
20180108,EINKBELEG,131200,0000000096,2000000007,batch_00
20180108,EINKBELEG,131200,0000000097,2000000007,user_000
20180221,EINKBELEG,125500,0000000098,2000000007,user_006
20180108,EINKBELEG,143600,0000000099,2000000008,batch_00
20180108,EINKBELEG,153600,0000000100,2000000008,batch_00
20180108,EINKBELEG,153600,0000000101,2000000008,batch_00
20180108,EINKBELEG,153600,0000000102,2000000008,batch_00
20180108,EINKBELEG,153600,0000000103,2000000008,batch_00
20180108,EINKBELEG,153600,0000000104,2000000008,batch_00
20180108,EINKBELEG,153600,0000000105,2000000008,batch_00
20180108,EINKBELEG,153600,0000000106,2000000008,user_000
20180109,EINKBELEG,121400,0000000107,2000000009,batch_00
20180109,EINKBELEG,131400,0000000108,2000000009,batch_00
20180109,EINKBELEG,131400,0000000109,2000000009,batch_00
20180109,EINKBELEG,131400,0000000110,2000000009,batch_00
20180109,EINKBELEG,131400,0000000111,2000000009,batch_00
20180109,EINKBELEG,131400,0000000112,2000000009,batch_00
20180109,EINKBELEG,131400,0000000113,2000000009,user_000
20180109,EINKBELEG,131400,0000000114,2000000009,batch_00
20180109,EINKBELEG,143000,0000000115,2000000010,batch_00
20180109,EINKBELEG,153000,0000000116,2000000010,batch_00
20180109,EINKBELEG,153000,0000000117,2000000010,batch_00
20180109,EINKBELEG,153000,0000000118,2000000010,batch_00
20180109,EINKBELEG,153000,0000000119,2000000010,batch_00
20180109,EINKBELEG,153000,0000000120,2000000010,batch_00
20180109,EINKBELEG,153000,0000000121,2000000010,batch_00
20180109,EINKBELEG,153000,0000000122,2000000010,user_000
20180905,EINKBELEG,094300,0000000123,2000000010,user_009
20180905,EINKBELEG,114400,0000000124,2000000010,user_009
20180905,EINKBELEG,114400,0000000125,2000000010,user_009
20180905,EINKBELEG,114400,0000000126,2000000010,user_009
20180905,EINKBELEG,143400,0000000127,2000000010,batch_00
20180905,EINKBELEG,143400,0000000128,2000000010,batch_00
20180905,EINKBELEG,143400,0000000129,2000000010,batch_00
20180905,EINKBELEG,143400,0000000130,2000000010,user_000
20181018,EINKBELEG,120700,0000000131,2000000010,user_010
20181018,EINKBELEG,140800,0000000132,2000000010,user_010
20181018,EINKBELEG,140800,0000000133,2000000010,user_010
20181018,EINKBELEG,140800,0000000134,2000000010,user_010
20181022,EINKBELEG,040500,0000000135,2000000010,batch_00
20181022,EINKBELEG,040500,0000000136,2000000010,batch_00
20181022,EINKBELEG,040500,0000000137,2000000010,batch_00
20181022,EINKBELEG,040500,0000000138,2000000010,user_000
20190117,EINKBELEG,105900,0000000139,2000000010,user_003
20190117,EINKBELEG,105900,0000000140,2000000010,user_003
20180109,EINKBELEG,155400,0000000141,2000000011,batch_00
20180109,EINKBELEG,165400,0000000142,2000000011,batch_00
20180109,EINKBELEG,165400,0000000143,2000000011,batch_00
20180109,EINKBELEG,165400,0000000144,2000000011,batch_00
20180109,EINKBELEG,165400,0000000145,2000000011,batch_00
20180109,EINKBELEG,165400,0000000146,2000000011,batch_00
20180109,EINKBELEG,165400,0000000147,2000000011,batch_00
20180109,EINKBELEG,165400,0000000148,2000000011,user_000
20190117,EINKBELEG,105900,0000000149,2000000011,user_003
20190117,EINKBELEG,105900,0000000150,2000000011,user_003
20180110,EINKBELEG,143800,0000000151,2000000012,batch_00
20180110,EINKBELEG,153800,0000000152,2000000012,batch_00
20180110,EINKBELEG,153800,0000000153,2000000012,batch_00
20180110,EINKBELEG,153800,0000000154,2000000012,batch_00
20180110,EINKBELEG,153800,0000000155,2000000012,batch_00
20180110,EINKBELEG,153800,0000000156,2000000012,batch_00
20180110,EINKBELEG,153800,0000000157,2000000012,batch_00
20180110,EINKBELEG,153800,0000000158,2000000012,user_000
20180110,EINKBELEG,143800,0000000159,2000000013,batch_00
20180110,EINKBELEG,153800,0000000160,2000000013,batch_00
20180110,EINKBELEG,153800,0000000161,2000000013,batch_00
20180110,EINKBELEG,153800,0000000162,2000000013,batch_00
20180110,EINKBELEG,153800,0000000163,2000000013,batch_00
20180110,EINKBELEG,153800,0000000164,2000000013,batch_00
20180110,EINKBELEG,154000,0000000165,2000000013,batch_00
20180110,EINKBELEG,154000,0000000166,2000000013,user_000
20180111,EINKBELEG,144100,0000000167,2000000014,batch_00
20180111,EINKBELEG,154100,0000000168,2000000014,batch_00
20180111,EINKBELEG,154100,0000000169,2000000014,batch_00
20180111,EINKBELEG,154100,0000000170,2000000014,batch_00
20180111,EINKBELEG,154100,0000000171,2000000014,batch_00
20180111,EINKBELEG,154100,0000000172,2000000014,batch_00
20180111,EINKBELEG,154100,0000000173,2000000014,batch_00
20180111,EINKBELEG,154100,0000000174,2000000014,user_000
20190117,EINKBELEG,105900,0000000175,2000000014,user_003
20190117,EINKBELEG,105900,0000000176,2000000014,user_003
20180112,EINKBELEG,085100,0000000177,2000000015,batch_00
20180112,EINKBELEG,095100,0000000178,2000000015,batch_00
20180112,EINKBELEG,095100,0000000179,2000000015,batch_00
20180112,EINKBELEG,095100,0000000180,2000000015,batch_00
20180112,EINKBELEG,095100,0000000181,2000000015,batch_00
20180112,EINKBELEG,095100,0000000182,2000000015,batch_00
20180112,EINKBELEG,095100,0000000183,2000000015,batch_00
20180112,EINKBELEG,095100,0000000184,2000000015,user_000
20180131,EINKBELEG,225900,0000000185,2000000015,NONE
20180323,EINKBELEG,062300,0000000186,2000000015,user_011
20180409,EINKBELEG,113600,0000000187,2000000015,user_014
20180409,EINKBELEG,134400,0000000188,2000000015,user_014
20180409,EINKBELEG,134400,0000000189,2000000015,user_014
20180409,EINKBELEG,134400,0000000190,2000000015,user_014
20180409,EINKBELEG,155100,0000000191,2000000015,batch_00
20180409,EINKBELEG,155100,0000000192,2000000015,batch_00
20180409,EINKBELEG,155100,0000000193,2000000015,batch_00
20180409,EINKBELEG,155100,0000000194,2000000015,user_000
20180727,EINKBELEG,111600,0000000195,2000000015,user_015
20190117,EINKBELEG,105900,0000000196,2000000015,user_003
20190117,EINKBELEG,105900,0000000197,2000000015,user_003
20180112,EINKBELEG,085100,0000000198,2000000016,batch_00
20180112,EINKBELEG,095100,0000000199,2000000016,batch_00
20180112,EINKBELEG,095100,0000000200,2000000016,batch_00
20180112,EINKBELEG,095100,0000000201,2000000016,batch_00
20180112,EINKBELEG,095100,0000000202,2000000016,batch_00
20180112,EINKBELEG,095100,0000000203,2000000016,batch_00
20180112,EINKBELEG,095200,0000000204,2000000016,batch_00
20180112,EINKBELEG,095200,0000000205,2000000016,user_000
20180128,EINKBELEG,225900,0000000206,2000000016,NONE
20180424,EINKBELEG,082700,0000000207,2000000016,user_009
20180424,EINKBELEG,102700,0000000208,2000000016,user_009
20180424,EINKBELEG,102700,0000000209,2000000016,user_009
20180424,EINKBELEG,102700,0000000210,2000000016,user_009
20180424,EINKBELEG,143900,0000000211,2000000016,batch_00
20180424,EINKBELEG,143900,0000000212,2000000016,batch_00
20180424,EINKBELEG,143900,0000000213,2000000016,batch_00
20180424,EINKBELEG,143900,0000000214,2000000016,user_000
20180724,EINKBELEG,103300,0000000215,2000000016,user_016
20180724,EINKBELEG,123300,0000000216,2000000016,user_016
20180724,EINKBELEG,123300,0000000217,2000000016,user_016
20180724,EINKBELEG,123300,0000000218,2000000016,user_016
20180724,EINKBELEG,133800,0000000219,2000000016,batch_00
20180724,EINKBELEG,133800,0000000220,2000000016,batch_00
20180724,EINKBELEG,133800,0000000221,2000000016,batch_00
20180724,EINKBELEG,133800,0000000222,2000000016,user_000
20181105,EINKBELEG,114800,0000000223,2000000016,user_004
20181210,EINKBELEG,070300,0000000224,2000000016,user_017
20181210,EINKBELEG,080400,0000000225,2000000016,user_017
20181210,EINKBELEG,080400,0000000226,2000000016,user_017
20181210,EINKBELEG,080400,0000000227,2000000016,user_017
20181210,EINKBELEG,082900,0000000228,2000000016,batch_00
20181210,EINKBELEG,082900,0000000229,2000000016,batch_00
20181210,EINKBELEG,082900,0000000230,2000000016,batch_00
20181210,EINKBELEG,082900,0000000231,2000000016,user_000
20181224,EINKBELEG,071800,0000000232,2000000016,user_015
20180112,EINKBELEG,085200,0000000233,2000000017,batch_00
20180112,EINKBELEG,095200,0000000234,2000000017,batch_00
20180112,EINKBELEG,095200,0000000235,2000000017,batch_00
20180112,EINKBELEG,095200,0000000236,2000000017,batch_00
20180112,EINKBELEG,095200,0000000237,2000000017,batch_00
20180112,EINKBELEG,095200,0000000238,2000000017,batch_00
20180112,EINKBELEG,095200,0000000239,2000000017,user_000
20180112,EINKBELEG,095200,0000000240,2000000017,batch_00
20180404,EINKBELEG,215900,0000000241,2000000017,NONE
20180528,EINKBELEG,050000,0000000242,2000000017,user_009
20180528,EINKBELEG,070100,0000000243,2000000017,user_009
20180528,EINKBELEG,070100,0000000244,2000000017,user_009
20180528,EINKBELEG,070100,0000000245,2000000017,user_009
20180528,EINKBELEG,160500,0000000246,2000000017,batch_00
20180528,EINKBELEG,160500,0000000247,2000000017,batch_00
20180528,EINKBELEG,160500,0000000248,2000000017,batch_00
20180528,EINKBELEG,160500,0000000249,2000000017,user_000
20180727,EINKBELEG,111000,0000000250,2000000017,user_016
20180727,EINKBELEG,131100,0000000251,2000000017,user_016
20180727,EINKBELEG,131100,0000000252,2000000017,user_016
20180727,EINKBELEG,131100,0000000253,2000000017,user_016
20180730,EINKBELEG,193600,0000000254,2000000017,batch_00
20180730,EINKBELEG,193600,0000000255,2000000017,batch_00
20180730,EINKBELEG,193600,0000000256,2000000017,batch_00
20180730,EINKBELEG,193600,0000000257,2000000017,user_000
20181025,EINKBELEG,104500,0000000258,2000000017,user_020
20190117,EINKBELEG,105900,0000000259,2000000017,user_003
20190117,EINKBELEG,105900,0000000260,2000000017,user_003
20180112,EINKBELEG,085200,0000000261,2000000018,batch_00
20180112,EINKBELEG,095200,0000000262,2000000018,batch_00
20180112,EINKBELEG,095200,0000000263,2000000018,batch_00
20180112,EINKBELEG,095200,0000000264,2000000018,batch_00
20180112,EINKBELEG,095200,0000000265,2000000018,batch_00
20180112,EINKBELEG,095200,0000000266,2000000018,batch_00
20180112,EINKBELEG,095200,0000000267,2000000018,batch_00
20180112,EINKBELEG,095200,0000000268,2000000018,user_000
20180326,EINKBELEG,215900,0000000269,2000000018,NONE
20180410,EINKBELEG,141400,0000000270,2000000018,user_011
20180625,EINKBELEG,042200,0000000271,2000000018,user_016
20180625,EINKBELEG,062300,0000000272,2000000018,user_016
20180625,EINKBELEG,062300,0000000273,2000000018,user_016
20180625,EINKBELEG,062300,0000000274,2000000018,user_016
20180627,EINKBELEG,040500,0000000275,2000000018,batch_00
20180627,EINKBELEG,040500,0000000276,2000000018,batch_00
20180627,EINKBELEG,040500,0000000277,2000000018,batch_00
20180627,EINKBELEG,040500,0000000278,2000000018,user_000
20181211,EINKBELEG,070800,0000000279,2000000018,user_021
20181211,EINKBELEG,080900,0000000280,2000000018,user_021
20181211,EINKBELEG,080900,0000000281,2000000018,user_021
20181211,EINKBELEG,080900,0000000282,2000000018,user_021
20181211,EINKBELEG,085800,0000000283,2000000018,batch_00
20181211,EINKBELEG,085800,0000000284,2000000018,batch_00
20181211,EINKBELEG,085800,0000000285,2000000018,batch_00
20180112,EINKBELEG,085200,0000000286,2000000019,batch_00
20180112,EINKBELEG,095200,0000000287,2000000019,batch_00
20180112,EINKBELEG,095200,0000000288,2000000019,batch_00
20180112,EINKBELEG,095200,0000000289,2000000019,batch_00
20180112,EINKBELEG,095200,0000000290,2000000019,batch_00
20180112,EINKBELEG,095200,0000000291,2000000019,batch_00
20180112,EINKBELEG,095200,0000000292,2000000019,batch_00
20180112,EINKBELEG,095200,0000000293,2000000019,user_000
20180727,EINKBELEG,111800,0000000294,2000000019,user_009
20180727,EINKBELEG,131800,0000000295,2000000019,user_009
20180727,EINKBELEG,131800,0000000296,2000000019,user_009
20180727,EINKBELEG,131800,0000000297,2000000019,user_009
20180730,EINKBELEG,193600,0000000298,2000000019,batch_00
20180730,EINKBELEG,193600,0000000299,2000000019,batch_00
20180730,EINKBELEG,193600,0000000300,2000000019,batch_00
20180730,EINKBELEG,193600,0000000301,2000000019,user_000
20181126,EINKBELEG,012700,0000000302,2000000019,user_000
20181210,EINKBELEG,062000,0000000303,2000000019,user_021
20181210,EINKBELEG,072600,0000000304,2000000019,user_021
20181210,EINKBELEG,072600,0000000305,2000000019,user_021
20181210,EINKBELEG,072600,0000000306,2000000019,user_021
20181210,EINKBELEG,082900,0000000307,2000000019,batch_00
20181210,EINKBELEG,082900,0000000308,2000000019,batch_00
20181210,EINKBELEG,082900,0000000309,2000000019,batch_00
20190117,EINKBELEG,105900,0000000310,2000000019,user_003
20190117,EINKBELEG,105900,0000000311,2000000019,user_003
20180112,EINKBELEG,085200,0000000312,2000000020,batch_00
20180112,EINKBELEG,095200,0000000313,2000000020,batch_00
20180112,EINKBELEG,095200,0000000314,2000000020,batch_00
20180112,EINKBELEG,095200,0000000315,2000000020,batch_00
20180112,EINKBELEG,095200,0000000316,2000000020,batch_00
20180112,EINKBELEG,095200,0000000317,2000000020,batch_00
20180112,EINKBELEG,095200,0000000318,2000000020,batch_00
20180112,EINKBELEG,095200,0000000319,2000000020,user_000
20180426,EINKBELEG,055200,0000000320,2000000020,user_014
20180426,EINKBELEG,075200,0000000321,2000000020,user_014
20180426,EINKBELEG,075200,0000000322,2000000020,user_014
20180426,EINKBELEG,075200,0000000323,2000000020,user_014
20180426,EINKBELEG,083400,0000000324,2000000020,batch_00
20180426,EINKBELEG,083400,0000000325,2000000020,batch_00
20180426,EINKBELEG,083400,0000000326,2000000020,batch_00
20180426,EINKBELEG,083400,0000000327,2000000020,user_000
20180716,EINKBELEG,071700,0000000328,2000000020,user_010
20180716,EINKBELEG,091800,0000000329,2000000020,user_010
20180716,EINKBELEG,091800,0000000330,2000000020,user_010
20180716,EINKBELEG,091800,0000000331,2000000020,user_010
20180716,EINKBELEG,100300,0000000332,2000000020,batch_00
20180716,EINKBELEG,100300,0000000333,2000000020,batch_00
20180716,EINKBELEG,100300,0000000334,2000000020,batch_00
20180716,EINKBELEG,100300,0000000335,2000000020,user_000
20190117,EINKBELEG,105900,0000000336,2000000020,user_003
20190117,EINKBELEG,105900,0000000337,2000000020,user_003
20180112,EINKBELEG,085200,0000000338,2000000021,batch_00
20180112,EINKBELEG,095200,0000000339,2000000021,batch_00
20180112,EINKBELEG,095200,0000000340,2000000021,batch_00
20180112,EINKBELEG,095200,0000000341,2000000021,batch_00
20180112,EINKBELEG,095200,0000000342,2000000021,batch_00
20180112,EINKBELEG,095200,0000000343,2000000021,batch_00
20180112,EINKBELEG,095200,0000000344,2000000021,batch_00
20180112,EINKBELEG,095200,0000000345,2000000021,user_000
20180524,EINKBELEG,072800,0000000346,2000000021,user_016
20180524,EINKBELEG,092800,0000000347,2000000021,user_016
20180524,EINKBELEG,092800,0000000348,2000000021,user_016
20180524,EINKBELEG,092800,0000000349,2000000021,user_016
20180524,EINKBELEG,122100,0000000350,2000000021,batch_00
20180524,EINKBELEG,122100,0000000351,2000000021,batch_00
20180524,EINKBELEG,122100,0000000352,2000000021,batch_00
20180524,EINKBELEG,122100,0000000353,2000000021,user_000
20180112,EINKBELEG,085200,0000000354,2000000022,batch_00
20180112,EINKBELEG,095200,0000000355,2000000022,batch_00
20180112,EINKBELEG,095200,0000000356,2000000022,batch_00
20180112,EINKBELEG,095200,0000000357,2000000022,batch_00
20180112,EINKBELEG,095200,0000000358,2000000022,batch_00
20180112,EINKBELEG,095200,0000000359,2000000022,batch_00
20180112,EINKBELEG,095200,0000000360,2000000022,user_000
20180112,EINKBELEG,095200,0000000361,2000000022,batch_00
20180426,EINKBELEG,051900,0000000362,2000000022,user_009
20180426,EINKBELEG,072300,0000000363,2000000022,user_009
20180426,EINKBELEG,072300,0000000364,2000000022,user_009
20180426,EINKBELEG,072300,0000000365,2000000022,user_009
20180426,EINKBELEG,110500,0000000366,2000000022,batch_00
20180426,EINKBELEG,110500,0000000367,2000000022,batch_00
20180426,EINKBELEG,110500,0000000368,2000000022,batch_00
20180426,EINKBELEG,110500,0000000369,2000000022,user_000
20180727,EINKBELEG,113000,0000000370,2000000022,user_009
20180727,EINKBELEG,133100,0000000371,2000000022,user_009
20180727,EINKBELEG,133100,0000000372,2000000022,user_009
20180727,EINKBELEG,133100,0000000373,2000000022,user_009
20180730,EINKBELEG,205800,0000000374,2000000022,batch_00
20180730,EINKBELEG,205800,0000000375,2000000022,batch_00
20180730,EINKBELEG,205800,0000000376,2000000022,batch_00
20180730,EINKBELEG,205800,0000000377,2000000022,user_000
20181018,EINKBELEG,120400,0000000378,2000000022,user_010
20181018,EINKBELEG,140500,0000000379,2000000022,user_010
20181018,EINKBELEG,140500,0000000380,2000000022,user_010
20181018,EINKBELEG,140500,0000000381,2000000022,user_010
20181022,EINKBELEG,040200,0000000382,2000000022,batch_00
20181022,EINKBELEG,040200,0000000383,2000000022,batch_00
20181022,EINKBELEG,040200,0000000384,2000000022,batch_00
20181022,EINKBELEG,040200,0000000385,2000000022,user_000
20190117,EINKBELEG,105900,0000000386,2000000022,user_003
20190117,EINKBELEG,105900,0000000387,2000000022,user_003
20180112,EINKBELEG,115800,0000000388,2000000023,batch_00
20180112,EINKBELEG,125800,0000000389,2000000023,batch_00
20180112,EINKBELEG,125800,0000000390,2000000023,batch_00
20180112,EINKBELEG,125800,0000000391,2000000023,batch_00
20180112,EINKBELEG,125800,0000000392,2000000023,batch_00
20180112,EINKBELEG,125800,0000000393,2000000023,batch_00
20180112,EINKBELEG,125800,0000000394,2000000023,batch_00
20180112,EINKBELEG,125800,0000000395,2000000023,user_000
20190117,EINKBELEG,105900,0000000396,2000000023,user_003
20180115,EINKBELEG,074700,0000000397,2000000024,batch_00
20180115,EINKBELEG,084700,0000000398,2000000024,batch_00
20180115,EINKBELEG,084700,0000000399,2000000024,batch_00
20180115,EINKBELEG,084700,0000000400,2000000024,batch_00
20180115,EINKBELEG,084700,0000000401,2000000024,batch_00
20180115,EINKBELEG,084700,0000000402,2000000024,batch_00
20180115,EINKBELEG,084700,0000000403,2000000024,batch_00
20180115,EINKBELEG,084700,0000000404,2000000024,user_000
20180115,EINKBELEG,074600,0000000405,2000000025,batch_00
20180115,EINKBELEG,084600,0000000406,2000000025,batch_00
20180115,EINKBELEG,084600,0000000407,2000000025,batch_00
20180115,EINKBELEG,084600,0000000408,2000000025,batch_00
20180115,EINKBELEG,084600,0000000409,2000000025,batch_00
20180115,EINKBELEG,084600,0000000410,2000000025,batch_00
20180115,EINKBELEG,084600,0000000411,2000000025,batch_00
20180115,EINKBELEG,084600,0000000412,2000000025,user_000
20180115,EINKBELEG,091300,0000000413,2000000026,batch_00
20180115,EINKBELEG,101300,0000000414,2000000026,batch_00
20180115,EINKBELEG,101300,0000000415,2000000026,batch_00
20180115,EINKBELEG,101300,0000000416,2000000026,batch_00
20180115,EINKBELEG,101300,0000000417,2000000026,batch_00
20180115,EINKBELEG,101300,0000000418,2000000026,batch_00
20180115,EINKBELEG,101300,0000000419,2000000026,batch_00
20180115,EINKBELEG,101400,0000000420,2000000026,user_000
20180115,EINKBELEG,091300,0000000421,2000000026,batch_00
20180115,EINKBELEG,101300,0000000422,2000000026,batch_00
20180115,EINKBELEG,101300,0000000423,2000000026,batch_00
20180115,EINKBELEG,101300,0000000424,2000000026,batch_00
20180115,EINKBELEG,101300,0000000425,2000000026,batch_00
20180115,EINKBELEG,101300,0000000426,2000000026,batch_00
20180115,EINKBELEG,101300,0000000427,2000000026,batch_00
20180115,EINKBELEG,101400,0000000428,2000000026,user_000
20180115,EINKBELEG,115200,0000000429,2000000027,batch_00
20180115,EINKBELEG,125200,0000000430,2000000027,batch_00
20180115,EINKBELEG,125200,0000000431,2000000027,batch_00
20180115,EINKBELEG,125200,0000000432,2000000027,batch_00
20180115,EINKBELEG,125200,0000000433,2000000027,batch_00
20180115,EINKBELEG,125200,0000000434,2000000027,batch_00
20180115,EINKBELEG,125200,0000000435,2000000027,batch_00
20180115,EINKBELEG,125200,0000000436,2000000027,user_000
20180115,EINKBELEG,115200,0000000437,2000000028,batch_00
20180115,EINKBELEG,125200,0000000438,2000000028,batch_00
20180115,EINKBELEG,125200,0000000439,2000000028,batch_00
20180115,EINKBELEG,125200,0000000440,2000000028,batch_00
20180115,EINKBELEG,125200,0000000441,2000000028,batch_00
20180115,EINKBELEG,125200,0000000442,2000000028,batch_00
20180115,EINKBELEG,125200,0000000443,2000000028,batch_00
20180115,EINKBELEG,125200,0000000444,2000000028,user_000
20180417,EINKBELEG,215900,0000000445,2000000028,NONE
20180430,EINKBELEG,215900,0000000446,2000000028,NONE
20181025,EINKBELEG,094000,0000000447,2000000028,user_012
20181030,EINKBELEG,105700,0000000448,2000000028,user_013
20180115,EINKBELEG,115400,0000000449,2000000029,batch_00
20180115,EINKBELEG,125400,0000000450,2000000029,batch_00
20180115,EINKBELEG,125400,0000000451,2000000029,batch_00
20180115,EINKBELEG,125400,0000000452,2000000029,batch_00
20180115,EINKBELEG,125400,0000000453,2000000029,batch_00
20180115,EINKBELEG,125400,0000000454,2000000029,batch_00
20180115,EINKBELEG,125400,0000000455,2000000029,batch_00
20180115,EINKBELEG,125400,0000000456,2000000029,user_000
20180115,EINKBELEG,115400,0000000457,2000000029,batch_00
20180115,EINKBELEG,125400,0000000458,2000000029,batch_00
20180115,EINKBELEG,125400,0000000459,2000000029,batch_00
20180115,EINKBELEG,125400,0000000460,2000000029,batch_00
20180115,EINKBELEG,125400,0000000461,2000000029,batch_00
20180115,EINKBELEG,125400,0000000462,2000000029,batch_00
20180115,EINKBELEG,125400,0000000463,2000000029,batch_00
20180115,EINKBELEG,125400,0000000464,2000000029,user_000
20180115,EINKBELEG,115400,0000000465,2000000029,batch_00
20180115,EINKBELEG,125400,0000000466,2000000029,batch_00
20180115,EINKBELEG,125400,0000000467,2000000029,batch_00
20180115,EINKBELEG,125400,0000000468,2000000029,batch_00
20180115,EINKBELEG,125400,0000000469,2000000029,batch_00
