BELNR,BUZEI,LIFNR,GJAHR,DMBTR,BUKRS,AUGBL,KOART,AUGDT
6100000204,1,vendorID_0034,2019,649519.0,companyID_0000,6100000204,K,20190103
6100000205,1,vendorID_0034,2019,649519.0,companyID_0000,6100000205,K,20190110
6100000206,1,vendorID_0035,2018,828.0,companyID_0000,6100000206,K,20180315
6100000207,1,vendorID_0036,2018,412.0,companyID_0000,6100000207,K,20180509
6100000208,1,vendorID_0037,2018,2726.0,companyID_0000,6100000208,K,20180405
6100000209,1,vendorID_0029,2018,33.0,companyID_0000,6100000209,K,20180308
6100000210,1,vendorID_0027,2018,179.0,companyID_0000,6100000210,K,20180329
6100000211,1,vendorID_0027,2018,23.0,companyID_0000,6100000211,K,20180329
6100000212,1,vendorID_0027,2018,526.0,companyID_0000,6100000212,K,20180329
6100000213,1,vendorID_0027,2018,459.0,companyID_0000,6100000213,K,20180329
6100000214,1,vendorID_0040,2018,433012.0,companyID_0000,6100000214,K,20180222
6100000215,1,vendorID_0040,2018,433012.0,companyID_0000,6100000215,K,20180322
6100000216,1,vendorID_0040,2018,433012.0,companyID_0000,6100000216,K,20180426
6100000217,1,vendorID_0040,2018,433012.0,companyID_0000,6100000217,K,20180524
6100000218,1,vendorID_0040,2018,433012.0,companyID_0000,6100000218,K,20180628
6100000219,1,vendorID_0040,2018,433012.0,companyID_0000,6100000219,K,20180726
6100000220,1,vendorID_0040,2018,433012.0,companyID_0000,6100000220,K,20180816
6100000221,1,vendorID_0040,2018,433012.0,companyID_0000,6100000221,K,20180928
6100000222,1,vendorID_0040,2018,433012.0,companyID_0000,6100000222,K,20181026
6100000223,1,vendorID_0040,2018,433012.0,companyID_0000,6100000223,K,20181129
6100000224,1,vendorID_0040,2019,433012.0,companyID_0000,6100000224,K,20190104
6100000225,1,vendorID_0040,2019,433012.0,companyID_0000,6100000225,K,20190110
6100000226,1,vendorID_0040,2018,41569.0,companyID_0000,6100000226,K,20180222
6100000227,1,vendorID_0040,2018,41569.0,companyID_0000,6100000227,K,20180322
6100000228,1,vendorID_0040,2018,41569.0,companyID_0000,6100000228,K,20180426
6100000229,1,vendorID_0040,2018,41569.0,companyID_0000,6100000229,K,20180524
6100000230,1,vendorID_0040,2018,41569.0,companyID_0000,6100000230,K,20180628
6100000231,1,vendorID_0040,2018,41569.0,companyID_0000,6100000231,K,20180726
6100000232,1,vendorID_0040,2018,41569.0,companyID_0000,6100000232,K,20180816
6100000233,1,vendorID_0040,2018,41569.0,companyID_0000,6100000233,K,20180928
6100000234,1,vendorID_0040,2018,41569.0,companyID_0000,6100000234,K,20181026
6100000235,1,vendorID_0040,2018,277128.0,companyID_0000,6100000235,K,20180222
6100000236,1,vendorID_0040,2018,277128.0,companyID_0000,6100000236,K,20180322
6100000237,1,vendorID_0040,2018,277128.0,companyID_0000,6100000237,K,20180426
6100000238,1,vendorID_0040,2018,277128.0,companyID_0000,6100000238,K,20180607
6100000239,1,vendorID_0040,2018,277128.0,companyID_0000,6100000239,K,20180628
6100000240,1,vendorID_0040,2018,277128.0,companyID_0000,6100000240,K,20180726
6100000241,1,vendorID_0040,2018,277128.0,companyID_0000,6100000241,K,20181004
6100000242,1,vendorID_0040,2018,277128.0,companyID_0000,6100000242,K,20181026
6100000243,1,vendorID_0040,2018,277128.0,companyID_0000,6100000243,K,20181129
6100000244,1,vendorID_0040,2019,277128.0,companyID_0000,6100000244,K,20190104
6100000245,1,vendorID_0040,2019,277128.0,companyID_0000,6100000245,K,20190110
6100000246,1,vendorID_0040,2018,339481.0,companyID_0000,6100000246,K,20180222
6100000247,1,vendorID_0040,2018,339481.0,companyID_0000,6100000247,K,20180322
6100000248,1,vendorID_0040,2018,339481.0,companyID_0000,6100000248,K,20180426
6100000249,1,vendorID_0040,2018,339481.0,companyID_0000,6100000249,K,20180607
6100000250,1,vendorID_0040,2018,339481.0,companyID_0000,6100000250,K,20180628
6100000251,1,vendorID_0040,2018,339481.0,companyID_0000,6100000251,K,20180726
6100000252,1,vendorID_0040,2018,339481.0,companyID_0000,6100000252,K,20180830
6100000253,1,vendorID_0040,2018,339481.0,companyID_0000,6100000253,K,20180928
6100000254,1,vendorID_0040,2018,339481.0,companyID_0000,6100000254,K,20181026
6100000255,1,vendorID_0040,2018,339481.0,companyID_0000,6100000255,K,20181129
6100000256,1,vendorID_0040,2019,339481.0,companyID_0000,6100000256,K,20190104
6100000257,1,vendorID_0040,2019,339481.0,companyID_0000,6100000257,K,20190110
6100000258,1,vendorID_0040,2018,190525.0,companyID_0000,6100000258,K,20180222
6100000259,1,vendorID_0040,2018,190525.0,companyID_0000,6100000259,K,20180322
6100000260,1,vendorID_0040,2018,190525.0,companyID_0000,6100000260,K,20180426
6100000261,1,vendorID_0040,2018,190525.0,companyID_0000,6100000261,K,20180524
6100000262,1,vendorID_0040,2018,190525.0,companyID_0000,6100000262,K,20180628
6100000263,1,vendorID_0040,2018,190525.0,companyID_0000,6100000263,K,20180726
6100000264,1,vendorID_0040,2018,190525.0,companyID_0000,6100000264,K,20180816
6100000265,1,vendorID_0040,2018,190525.0,companyID_0000,6100000265,K,20180928
6100000266,1,vendorID_0040,2018,190525.0,companyID_0000,6100000266,K,20181026
6100000267,1,vendorID_0040,2018,190525.0,companyID_0000,6100000267,K,20181129
6100000268,1,vendorID_0040,2019,190525.0,companyID_0000,6100000268,K,20190104
6100000269,1,vendorID_0040,2019,190525.0,companyID_0000,6100000269,K,20190110
6100000270,1,vendorID_0040,2018,356802.0,companyID_0000,6100000270,K,20180222
6100000271,1,vendorID_0040,2018,356802.0,companyID_0000,6100000271,K,20180322
6100000272,1,vendorID_0040,2018,356802.0,companyID_0000,6100000272,K,20180426
6100000273,1,vendorID_0040,2018,356802.0,companyID_0000,6100000273,K,20180524
6100000274,1,vendorID_0040,2018,356802.0,companyID_0000,6100000274,K,20180628
6100000275,1,vendorID_0040,2018,356802.0,companyID_0000,6100000275,K,20180726
6100000276,1,vendorID_0040,2018,356802.0,companyID_0000,6100000276,K,20180816
6100000277,1,vendorID_0040,2018,356802.0,companyID_0000,6100000277,K,20180928
6100000278,1,vendorID_0040,2018,356802.0,companyID_0000,6100000278,K,20181026
6100000279,1,vendorID_0040,2018,356802.0,companyID_0000,6100000279,K,20181129
6100000280,1,vendorID_0040,2019,356802.0,companyID_0000,6100000280,K,20190104
6100000281,1,vendorID_0040,2019,356802.0,companyID_0000,6100000281,K,20190110
6100000282,1,vendorID_0040,2018,304840.0,companyID_0000,6100000282,K,20180222
6100000283,1,vendorID_0040,2018,304840.0,companyID_0000,6100000283,K,20180322
6100000284,1,vendorID_0040,2018,304840.0,companyID_0000,6100000284,K,20180426
6100000285,1,vendorID_0040,2018,304840.0,companyID_0000,6100000285,K,20180524
6100000286,1,vendorID_0040,2018,304840.0,companyID_0000,6100000286,K,20180628
6100000287,1,vendorID_0040,2018,304840.0,companyID_0000,6100000287,K,20180726
6100000288,1,vendorID_0040,2018,304840.0,companyID_0000,6100000288,K,20180816
6100000289,1,vendorID_0040,2018,304840.0,companyID_0000,6100000289,K,20180928
6100000290,1,vendorID_0040,2018,304840.0,companyID_0000,6100000290,K,20181026
6100000291,1,vendorID_0040,2018,304840.0,companyID_0000,6100000291,K,20181129
6100000292,1,vendorID_0040,2019,304840.0,companyID_0000,6100000292,K,20190104
6100000293,1,vendorID_0040,2019,304840.0,companyID_0000,6100000293,K,20190110
6100000294,1,vendorID_0040,2018,259807.0,companyID_0000,6100000294,K,20180301
6100000295,1,vendorID_0040,2018,259807.0,companyID_0000,6100000295,K,20180517
6100000296,1,vendorID_0040,2018,259807.0,companyID_0000,6100000296,K,20180524
6100000297,1,vendorID_0040,2018,259807.0,companyID_0000,6100000297,K,20180607
6100000298,1,vendorID_0040,2018,259807.0,companyID_0000,6100000298,K,20180628
6100000299,1,vendorID_0040,2018,259807.0,companyID_0000,6100000299,K,20180726
6100000300,1,vendorID_0040,2018,259807.0,companyID_0000,6100000300,K,20181011
6100000301,1,vendorID_0040,2018,259807.0,companyID_0000,6100000301,K,20181026
6100000302,1,vendorID_0040,2019,259807.0,companyID_0000,6100000302,K,20190104
6100000303,1,vendorID_0040,2019,259807.0,companyID_0000,6100000303,K,20190110
6100000304,1,vendorID_0040,2018,207846.0,companyID_0000,6100000304,K,20180222
6100000305,1,vendorID_0040,2018,207846.0,companyID_0000,6100000305,K,20180322
6100000306,1,vendorID_0040,2018,207846.0,companyID_0000,6100000306,K,20180426
6100000307,1,vendorID_0040,2018,207846.0,companyID_0000,6100000307,K,20180524
6100000308,1,vendorID_0040,2018,207846.0,companyID_0000,6100000308,K,20180628
6100000309,1,vendorID_0040,2018,207846.0,companyID_0000,6100000309,K,20180726
6100000310,1,vendorID_0040,2018,207846.0,companyID_0000,6100000310,K,20180816
6100000311,1,vendorID_0040,2018,207846.0,companyID_0000,6100000311,K,20180928
6100000312,1,vendorID_0040,2018,207846.0,companyID_0000,6100000312,K,20181026
6100000313,1,vendorID_0040,2018,207846.0,companyID_0000,6100000313,K,20181129
6100000314,1,vendorID_0040,2019,207846.0,companyID_0000,6100000314,K,20190104
6100000315,1,vendorID_0040,2019,207846.0,companyID_0000,6100000315,K,20190110
6100000316,1,vendorID_0040,2018,294448.0,companyID_0000,6100000316,K,20180222
6100000317,1,vendorID_0040,2018,294448.0,companyID_0000,6100000317,K,20180322
6100000318,1,vendorID_0040,2018,294448.0,companyID_0000,6100000318,K,20180426
6100000319,1,vendorID_0040,2018,294448.0,companyID_0000,6100000319,K,20180524
6100000320,1,vendorID_0040,2018,294448.0,companyID_0000,6100000320,K,20180628
6100000321,1,vendorID_0040,2018,294448.0,companyID_0000,6100000321,K,20180726
6100000322,1,vendorID_0040,2018,294448.0,companyID_0000,6100000322,K,20180816
6100000323,1,vendorID_0040,2018,294448.0,companyID_0000,6100000323,K,20180928
6100000324,1,vendorID_0040,2018,294448.0,companyID_0000,6100000324,K,20181101
6100000325,1,vendorID_0040,2018,294448.0,companyID_0000,6100000325,K,20181207
6100000326,1,vendorID_0040,2019,294448.0,companyID_0000,6100000326,K,20190104
6100000327,1,vendorID_0040,2019,294448.0,companyID_0000,6100000327,K,20190110
6100000328,1,vendorID_0040,2018,259807.0,companyID_0000,6100000328,K,20180301
6100000329,1,vendorID_0040,2018,259807.0,companyID_0000,6100000329,K,20180322
6100000330,1,vendorID_0040,2018,259807.0,companyID_0000,6100000330,K,20180426
6100000331,1,vendorID_0040,2018,259807.0,companyID_0000,6100000331,K,20180518
6100000332,1,vendorID_0040,2018,259807.0,companyID_0000,6100000332,K,20180628
6100000333,1,vendorID_0040,2018,259807.0,companyID_0000,6100000333,K,20180726
6100000334,1,vendorID_0040,2018,259807.0,companyID_0000,6100000334,K,20180816
6100000335,1,vendorID_0040,2018,259807.0,companyID_0000,6100000335,K,20180928
6100000336,1,vendorID_0040,2018,259807.0,companyID_0000,6100000336,K,20181026
6100000337,1,vendorID_0040,2018,259807.0,companyID_0000,6100000337,K,20181129
6100000338,1,vendorID_0040,2019,259807.0,companyID_0000,6100000338,K,20190105
6100000339,1,vendorID_0040,2019,259807.0,companyID_0000,6100000339,K,20190110
