BELNR,WRBTR,BUZEI,EBELP,GJAHR,EBELN
5100000205,646.0,1,00001,2018,2000000045
5100000206,49.0,1,00002,2018,2000000045
5100000207,173.0,1,00001,2018,2000000046
5100000208,649519.0,1,00001,2018,2000000047
5100000209,649519.0,1,00001,2018,2000000047
5100000210,649519.0,1,00001,2018,2000000047
5100000211,649519.0,1,00001,2018,2000000047
5100000212,649519.0,1,00001,2018,2000000047
5100000213,649519.0,1,00001,2018,2000000047
5100000214,649519.0,1,00001,2018,2000000047
5100000215,649519.0,1,00001,2018,2000000047
5100000216,649519.0,1,00001,2018,2000000047
5100000217,649519.0,1,00001,2018,2000000047
5100000218,649519.0,1,00001,2018,2000000047
5100000219,649519.0,1,00001,2018,2000000047
5100000220,649519.0,1,00001,2018,2000000047
5100000221,649519.0,1,00001,2018,2000000047
5100000222,649519.0,1,00001,2018,2000000047
5100000223,649519.0,1,00001,2018,2000000047
5100000224,649519.0,1,00001,2018,2000000047
5100000225,649519.0,1,00001,2018,2000000047
5100000226,649519.0,1,00001,2018,2000000047
5100000227,649519.0,1,00001,2018,2000000047
5100000228,649519.0,1,00001,2018,2000000047
5100000229,649519.0,1,00001,2018,2000000047
5100000230,649519.0,1,00001,2018,2000000047
5100000231,649519.0,1,00001,2018,2000000047
5100000232,649519.0,1,00001,2018,2000000047
5100000233,649519.0,1,00001,2018,2000000047
5100000234,649519.0,1,00001,2018,2000000047
5100000235,649519.0,1,00001,2018,2000000047
5100000236,649519.0,1,00001,2018,2000000047
5100000237,649519.0,1,00001,2018,2000000047
5100000238,649519.0,1,00001,2019,2000000047
5100000239,649519.0,1,00001,2019,2000000047
5100000240,828.0,1,00001,2018,2000000048
5100000241,412.0,1,00001,2018,2000000049
5100000242,2726.0,1,00001,2018,2000000050
5100000243,33.0,1,00001,2018,2000000051
5100000244,179.0,1,00001,2018,2000000054
5100000245,23.0,1,00002,2018,2000000054
5100000246,526.0,1,00003,2018,2000000054
5100000247,459.0,1,00004,2018,2000000054
5100000248,433012.0,1,00001,2018,2000000055
5100000249,433012.0,1,00001,2018,2000000055
5100000250,433012.0,1,00001,2018,2000000055
5100000251,433012.0,1,00001,2018,2000000055
5100000252,433012.0,1,00001,2018,2000000055
5100000253,433012.0,1,00001,2018,2000000055
5100000254,433012.0,1,00001,2018,2000000055
5100000255,433012.0,1,00001,2018,2000000055
5100000256,433012.0,1,00001,2018,2000000055
5100000257,433012.0,1,00001,2018,2000000055
5100000258,433012.0,1,00001,2018,2000000055
5100000259,433012.0,1,00001,2018,2000000055
5100000260,41569.0,1,00001,2018,2000000056
5100000261,41569.0,1,00001,2018,2000000056
5100000262,41569.0,1,00001,2018,2000000056
5100000263,41569.0,1,00001,2018,2000000056
5100000264,41569.0,1,00001,2018,2000000056
5100000265,41569.0,1,00001,2018,2000000056
5100000266,41569.0,1,00001,2018,2000000056
5100000267,41569.0,1,00001,2018,2000000056
5100000268,41569.0,1,00001,2018,2000000056
5100000269,41569.0,1,00001,2018,2000000056
5100000270,277128.0,1,00001,2018,2000000057
5100000271,277128.0,1,00001,2018,2000000057
5100000272,277128.0,1,00001,2018,2000000057
5100000273,277128.0,1,00001,2018,2000000057
5100000274,277128.0,1,00001,2018,2000000057
5100000275,277128.0,1,00001,2018,2000000057
5100000276,277128.0,1,00001,2018,2000000057
5100000277,277128.0,1,00001,2018,2000000057
5100000278,277128.0,1,00001,2018,2000000057
5100000279,277128.0,1,00001,2018,2000000057
5100000280,277128.0,1,00001,2018,2000000057
5100000281,277128.0,1,00001,2018,2000000057
5100000282,339481.0,1,00001,2018,2000000058
5100000283,339481.0,1,00001,2018,2000000058
5100000284,339481.0,1,00001,2018,2000000058
5100000285,339481.0,1,00001,2018,2000000058
5100000286,339481.0,1,00001,2018,2000000058
5100000287,339481.0,1,00001,2018,2000000058
5100000288,339481.0,1,00001,2018,2000000058
5100000289,339481.0,1,00001,2018,2000000058
5100000290,339481.0,1,00001,2018,2000000058
5100000291,339481.0,1,00001,2018,2000000058
5100000292,339481.0,1,00001,2018,2000000058
5100000293,339481.0,1,00001,2018,2000000058
5100000294,190525.0,1,00001,2018,2000000059
5100000295,190525.0,1,00001,2018,2000000059
5100000296,190525.0,1,00001,2018,2000000059
5100000297,190525.0,1,00001,2018,2000000059
5100000298,190525.0,1,00001,2018,2000000059
5100000299,190525.0,1,00001,2018,2000000059
5100000300,190525.0,1,00001,2018,2000000059
5100000301,190525.0,1,00001,2018,2000000059
5100000302,190525.0,1,00001,2018,2000000059
5100000303,190525.0,1,00001,2018,2000000059
5100000304,190525.0,1,00001,2018,2000000059
5100000305,190525.0,1,00001,2018,2000000059
5100000306,356802.0,1,00001,2018,2000000060
5100000307,356802.0,1,00001,2018,2000000060
5100000308,356802.0,1,00001,2018,2000000060
5100000309,356802.0,1,00001,2018,2000000060
5100000310,356802.0,1,00001,2018,2000000060
5100000311,356802.0,1,00001,2018,2000000060
5100000312,356802.0,1,00001,2018,2000000060
5100000313,356802.0,1,00001,2018,2000000060
5100000314,356802.0,1,00001,2018,2000000060
5100000315,356802.0,1,00001,2018,2000000060
5100000316,356802.0,1,00001,2018,2000000060
5100000317,356802.0,1,00001,2018,2000000060
5100000318,304840.0,1,00001,2018,2000000061
5100000319,304840.0,1,00001,2018,2000000061
5100000320,304840.0,1,00001,2018,2000000061
5100000321,304840.0,1,00001,2018,2000000061
5100000322,304840.0,1,00001,2018,2000000061
5100000323,304840.0,1,00001,2018,2000000061
5100000324,304840.0,1,00001,2018,2000000061
5100000325,304840.0,1,00001,2018,2000000061
5100000326,304840.0,1,00001,2018,2000000061
5100000327,304840.0,1,00001,2018,2000000061
5100000328,304840.0,1,00001,2018,2000000061
5100000329,304840.0,1,00001,2018,2000000061
5100000330,259807.0,1,00001,2018,2000000064
5100000331,259807.0,1,00001,2018,2000000064
5100000332,259807.0,1,00001,2018,2000000064
5100000333,259807.0,1,00001,2018,2000000064
5100000334,259807.0,1,00001,2018,2000000064
5100000335,259807.0,1,00001,2018,2000000064
5100000336,259807.0,1,00001,2018,2000000064
5100000337,259807.0,1,00001,2018,2000000064
5100000338,259807.0,1,00001,2018,2000000064
5100000339,259807.0,1,00001,2018,2000000064
5100000340,207846.0,1,00001,2018,2000000065
5100000341,207846.0,1,00001,2018,2000000065
5100000342,207846.0,1,00001,2018,2000000065
5100000343,207846.0,1,00001,2018,2000000065
5100000344,207846.0,1,00001,2018,2000000065
5100000345,207846.0,1,00001,2018,2000000065
5100000346,207846.0,1,00001,2018,2000000065
5100000347,207846.0,1,00001,2018,2000000065
5100000348,207846.0,1,00001,2018,2000000065
5100000349,207846.0,1,00001,2018,2000000065
5100000350,207846.0,1,00001,2018,2000000065
5100000351,207846.0,1,00001,2018,2000000065
5100000352,294448.0,1,00001,2018,2000000066
5100000353,294448.0,1,00001,2018,2000000066
5100000354,294448.0,1,00001,2018,2000000066
5100000355,294448.0,1,00001,2018,2000000066
5100000356,294448.0,1,00001,2018,2000000066
5100000357,294448.0,1,00001,2018,2000000066
5100000358,294448.0,1,00001,2018,2000000066
5100000359,294448.0,1,00001,2018,2000000066
5100000360,294448.0,1,00001,2018,2000000066
5100000361,294448.0,1,00001,2018,2000000066
5100000362,294448.0,1,00001,2018,2000000066
5100000363,294448.0,1,00001,2018,2000000066
5100000364,259807.0,1,00001,2018,2000000067
5100000365,259807.0,1,00001,2018,2000000067
5100000366,259807.0,1,00001,2018,2000000067
5100000367,259807.0,1,00001,2018,2000000067
5100000368,259807.0,1,00001,2018,2000000067
5100000369,259807.0,1,00001,2018,2000000067
5100000370,259807.0,1,00001,2018,2000000067
5100000371,259807.0,1,00001,2018,2000000067
5100000372,259807.0,1,00001,2018,2000000067
5100000373,259807.0,1,00001,2018,2000000067
5100000374,259807.0,1,00001,2018,2000000067
5100000375,259807.0,1,00001,2018,2000000067
5100000376,381051.0,1,00001,2018,2000000068
5100000377,381051.0,1,00001,2018,2000000068
5100000378,381051.0,1,00001,2018,2000000068
5100000379,381051.0,1,00001,2018,2000000068
5100000380,381051.0,1,00001,2018,2000000068
5100000381,381051.0,1,00001,2018,2000000068
5100000382,381051.0,1,00001,2018,2000000068
5100000383,381051.0,1,00001,2018,2000000068
5100000384,381051.0,1,00001,2018,2000000068
5100000385,381051.0,1,00001,2018,2000000068
5100000386,381051.0,1,00001,2018,2000000068
5100000387,381051.0,1,00001,2018,2000000068
5100000388,495366.0,1,00001,2018,2000000069
5100000389,495366.0,1,00001,2018,2000000069
5100000390,495366.0,1,00001,2018,2000000069
5100000391,495366.0,1,00001,2018,2000000069
5100000392,495366.0,1,00001,2018,2000000069
5100000393,495366.0,1,00001,2018,2000000069
5100000394,495366.0,1,00001,2018,2000000069
5100000395,495366.0,1,00001,2018,2000000069
5100000396,495366.0,1,00001,2018,2000000069
5100000397,495366.0,1,00001,2018,2000000069
5100000398,495366.0,1,00001,2018,2000000069
5100000399,495366.0,1,00001,2018,2000000069
5100000400,242487.0,1,00001,2018,2000000070
5100000401,242487.0,1,00001,2018,2000000070
5100000402,242487.0,1,00001,2018,2000000070
5100000403,242487.0,1,00001,2018,2000000070
5100000404,242487.0,1,00001,2018,2000000070
5100000405,242487.0,1,00001,2018,2000000070
5100000406,242487.0,1,00001,2018,2000000070
5100000407,242487.0,1,00001,2018,2000000070
5100000408,242487.0,1,00001,2018,2000000070
5100000409,242487.0,1,00001,2018,2000000070
5100000410,207846.0,1,00001,2018,2000000071
5100000411,207846.0,1,00001,2018,2000000071
5100000412,207846.0,1,00001,2018,2000000071
5100000413,207846.0,1,00001,2018,2000000071
5100000414,207846.0,1,00001,2018,2000000071
5100000415,207846.0,1,00001,2018,2000000071
5100000416,207846.0,1,00001,2018,2000000071
5100000417,207846.0,1,00001,2018,2000000071
5100000418,346410.0,1,00001,2018,2000000072
5100000419,346410.0,1,00001,2018,2000000072
5100000420,346410.0,1,00001,2018,2000000072
5100000421,346410.0,1,00001,2018,2000000072
5100000422,346410.0,1,00001,2018,2000000072
5100000423,346410.0,1,00001,2018,2000000072
5100000424,346410.0,1,00001,2018,2000000072
5100000425,346410.0,1,00001,2018,2000000072
5100000426,346410.0,1,00001,2018,2000000072
5100000427,346410.0,1,00001,2018,2000000072
5100000428,346410.0,1,00001,2018,2000000072
5100000429,346410.0,1,00001,2018,2000000072
5100000430,83.0,1,00001,2018,2000000073
5100000431,132.0,1,00001,2018,2000000074
5100000432,147.0,1,00001,2018,2000000075
5100000433,51.0,1,00001,2018,2000000076
5100000434,159.0,1,00002,2018,2000000076
5100000435,86.0,1,00001,2018,2000000077
5100000436,5897.0,1,00001,2018,2000000078
5100000437,5897.0,1,00001,2018,2000000078
5100000438,141.0,1,00001,2018,2000000079
5100000439,113.0,1,00002,2018,2000000079
5100000440,121.0,1,00003,2018,2000000079
5100000441,362.0,1,00001,2018,2000000080
5100000442,60.0,1,00001,2018,2000000081
5100000443,60.0,1,00001,2018,2000000081
5100000444,60.0,1,00001,2018,2000000081
5100000445,60.0,1,00001,2018,2000000081
5100000446,710.0,1,00001,2018,2000000082
5100000447,124.0,1,00002,2018,2000000082
5100000448,98.0,1,00001,2018,2000000083
5100000449,88.0,1,00002,2018,2000000083
5100000450,65.0,1,00003,2018,2000000083
5100000451,418.0,1,00001,2017,2000000084
5100000452,41.0,1,00001,2018,2000000085
5100000453,40.0,1,00001,2018,2000000086
5100000454,31.0,1,00002,2018,2000000086
5100000455,12834.0,1,00001,2018,2000000087
5100000456,34641.0,1,00001,2018,2000000089
5100000457,967.0,1,00001,2018,2000000090
5100000458,5629.0,1,00001,2018,2000000091
5100000459,5868.0,1,00001,2017,2000000093
5100000460,41.0,1,00001,2018,2000000094
5100000461,103.0,1,00001,2018,2000000095
5100000462,43.0,1,00001,2018,2000000096
5100000463,11353.0,1,00001,2018,2000000097
5100000464,11353.0,1,00001,2018,2000000097
5100000465,74.0,1,00001,2018,2000000098
5100000466,102.0,1,00002,2018,2000000098
5100000467,167.0,1,00003,2018,2000000098
5100000468,46.0,1,00001,2018,2000000099
5100000469,7815013.0,1,00001,2017,2000000100
5100000470,7815013.0,1,00001,2017,2000000100
5100000471,7815013.0,1,00001,2018,2000000100
5100000472,7815013.0,1,00001,2018,2000000100
5100000473,7815013.0,1,00001,2018,2000000100
5100000474,7815013.0,1,00001,2018,2000000100
5100000475,7815013.0,1,00001,2018,2000000100
5100000476,7815013.0,1,00001,2018,2000000100
5100000477,7815013.0,1,00001,2018,2000000100
5100000478,7815013.0,1,00001,2018,2000000100
5100000479,7815013.0,1,00001,2018,2000000100
5100000480,7815013.0,1,00001,2018,2000000100
5100000481,7815013.0,1,00001,2018,2000000100
5100000482,7815013.0,1,00001,2018,2000000100
5100000483,7815013.0,1,00001,2018,2000000100
5100000484,7815013.0,1,00001,2018,2000000100
5100000485,7815013.0,1,00001,2018,2000000100
5100000486,7815013.0,1,00001,2018,2000000100
5100000487,7815013.0,1,00001,2018,2000000100
5100000488,7815013.0,1,00001,2018,2000000100
5100000489,7815013.0,1,00001,2019,2000000100
5100000490,19875.0,1,00001,2018,2000000101
5100000491,19875.0,1,00001,2018,2000000101
5100000492,132664.0,1,00001,2018,2000000102
5100000493,132664.0,1,00001,2018,2000000102
5100000494,132664.0,1,00001,2018,2000000102
5100000495,132664.0,1,00001,2018,2000000102
5100000496,293.0,1,00001,2018,2000000103
5100000497,226.0,1,00001,2018,2000000104
5100000498,53065.0,1,00001,2018,2000000106
5100000499,1160.0,1,00001,2018,2000000107
5100000500,12470.0,1,00001,2018,2000000108
5100000501,34145.0,1,00001,2016,2000000109
5100000502,632.0,1,00001,2018,2000000110
5100000503,24972.0,1,00001,2018,2000000111
5100000504,82.0,1,00001,2018,2000000112
5100000505,242.0,1,00001,2018,2000000113
5100000506,78912.0,1,00001,2018,2000000114
5100000507,78912.0,1,00001,2018,2000000114
5100000508,78912.0,1,00001,2018,2000000114
5100000509,78912.0,1,00001,2018,2000000114
5100000510,78912.0,1,00001,2018,2000000114
5100000511,2159297.0,1,00001,2017,2000000115
5100000512,2159297.0,1,00001,2018,2000000115
5100000513,2159297.0,1,00001,2018,2000000115
5100000514,2159297.0,1,00001,2018,2000000115
5100000515,108.0,1,00001,2018,2000000116
5100000516,108.0,1,00001,2018,2000000116
5100000517,11.0,1,00001,2018,2000000117
5100000518,32.0,1,00002,2018,2000000117
5100000519,13.0,1,00003,2018,2000000117
5100000520,9.0,1,00004,2018,2000000117
5100000521,9.0,1,00005,2018,2000000117
5100000522,24.0,1,00006,2018,2000000117
5100000523,54319.0,1,00001,2018,2000000120
5100000524,54319.0,1,00001,2018,2000000120
5100000525,43.0,1,00001,2018,2000000121
5100000526,33.0,1,00002,2018,2000000121
5100000527,31.0,1,00003,2018,2000000121
5100000528,15.0,1,00004,2018,2000000121
5100000529,18.0,1,00005,2018,2000000121
5100000530,47.0,1,00006,2018,2000000121
5100000531,30.0,1,00007,2018,2000000121
5100000532,30.0,1,00008,2018,2000000121
5100000533,24.0,1,00009,2018,2000000121
5100000534,24.0,1,00010,2018,2000000121
5100000535,24.0,1,00011,2018,2000000121
5100000536,52537.0,1,00001,2018,2000000122
5100000537,52537.0,1,00001,2018,2000000122
5100000538,52537.0,1,00001,2018,2000000122
5100000539,379.0,1,00001,2018,2000000123
5100000540,66.0,1,00002,2018,2000000123
5100000541,142.0,1,00003,2018,2000000123
5100000542,142.0,1,00004,2018,2000000123
5100000543,34.0,1,00005,2018,2000000123
5100000544,107.0,1,00001,2018,2000000124
5100000545,247.0,1,00002,2018,2000000124
5100000546,185.0,1,00001,2018,2000000126
5100000547,1039.0,1,00002,2018,2000000126
5100000548,283.0,1,00003,2018,2000000126
5100000549,86.0,1,00001,2018,2000000127
5100000550,13163.0,1,00001,2018,2000000128
5100000551,12384.0,1,00001,2018,2000000129
5100000552,44.0,1,00001,2018,2000000130
5100000553,80.0,1,00002,2018,2000000130
5100000554,85.0,1,00001,2018,2000000131
5100000555,30.0,1,00002,2018,2000000131
5100000556,285.0,1,00001,2018,2000000132
5100000557,320.0,1,00001,2018,2000000133
5100000558,29.0,1,00001,2018,2000000134
5100000559,810.0,1,00001,2018,2000000135
5100000560,181.0,1,00002,2018,2000000135
5100000561,46.0,1,00001,2018,2000000137
5100000562,3058.0,1,00001,2018,2000000138
5100000563,282.0,1,00001,2018,2000000139
5100000564,1108.0,1,00001,2018,2000000140
5100000565,62.0,1,00001,2018,2000000141
5100000566,76.0,1,00002,2018,2000000141
5100000567,33.0,1,00003,2018,2000000141
5100000568,5196.0,1,00001,2018,2000000143
5100000569,20.0,1,00001,2018,2000000144
5100000570,526.0,1,00002,2018,2000000144
5100000571,62.0,1,00001,2018,2000000145
5100000572,423.0,1,00001,2018,2000000146
5100000573,67.0,1,00001,2018,2000000147
5100000574,24.0,1,00001,2018,2000000148
5100000575,561.0,1,00001,2018,2000000149
5100000576,82.0,1,00001,2018,2000000150
5100000577,82.0,1,00002,2018,2000000150
5100000578,56.0,1,00003,2018,2000000150
5100000579,56.0,1,00004,2018,2000000150
5100000580,23.0,1,00005,2018,2000000150
5100000581,49.0,1,00006,2018,2000000150
5100000582,19.0,1,00007,2018,2000000150
5100000583,31.0,1,00008,2018,2000000150
5100000584,24.0,1,00009,2018,2000000150
5100000585,3117.0,1,00001,2018,2000000151
5100000586,199.0,1,00001,2018,2000000152
5100000587,55.0,1,00002,2018,2000000152
5100000588,69.0,1,00003,2018,2000000152
5100000589,12.0,1,00004,2018,2000000152
5100000590,3109.0,1,00001,2018,2000000154
5100000591,15.0,1,00001,2018,2000000155
5100000592,389.0,1,00001,2018,2000000156
5100000593,987.0,1,00001,2017,2000000157
5100000594,987.0,1,00002,2017,2000000157
5100000595,997.0,1,00003,2017,2000000157
5100000596,997.0,1,00004,2017,2000000157
5100000597,2039.0,1,00001,2018,2000000158
5100000598,147.0,1,00001,2018,2000000159
5100000599,30.0,1,00001,2018,2000000160
5100000600,54.0,1,00002,2018,2000000160
5100000601,4018.0,1,00001,2018,2000000161
5100000602,39.0,1,00001,2018,2000000162
5100000603,30.0,1,00002,2018,2000000162
5100000604,905.0,1,00001,2018,2000000163
5100000605,1441.0,1,00001,2018,2000000164
5100000606,26.0,1,00001,2018,2000000165
5100000607,675.0,1,00001,2018,2000000166
5100000608,41.0,1,00001,2018,2000000167
5100000609,56.0,1,00002,2018,2000000167
5100000610,101.0,1,00003,2018,2000000167
