user,cumulative_net_worth_eur,case_id,timestamp,activity
batch_00,76210.0,2000000002_00001,2018-01-04T14:17:00.000Z,SRM: Document Completed
batch_00,76210.0,2000000002_00001,2018-01-04T14:17:00.000Z,SRM: Ordered
batch_00,76210.0,2000000002_00001,2018-01-04T14:17:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,76210.0,2000000002_00001,2018-01-04T14:17:00.000Z,SRM: Change was Transmitted
user_000,76210.0,2000000002_00001,2018-01-04T14:17:00.000Z,Create Purchase Order Item
user_000,76210.0,2000000002_00001,2018-02-06T14:53:00.000Z,Record Goods Receipt
NONE,76210.0,2000000002_00001,2018-02-06T14:53:00.000Z,Record Service Entry Sheet
NONE,76210.0,2000000002_00001,2018-02-06T22:59:00.000Z,Vendor creates invoice
user_000,76210.0,2000000002_00001,2018-02-08T10:19:00.000Z,Cancel Goods Receipt
user_000,76210.0,2000000002_00001,2018-08-16T10:20:00.000Z,Record Goods Receipt
NONE,76210.0,2000000002_00001,2018-08-16T10:20:00.000Z,Record Service Entry Sheet
batch_00,76210.0,2000000002_00001,2018-08-16T10:41:00.000Z,Record Invoice Receipt
user_002,76210.0,2000000002_00001,2018-08-16T13:03:00.000Z,Clear Invoice
user_003,76210.0,2000000002_00001,2019-01-17T10:59:00.000Z,SRM: In Transfer to Execution Syst.
user_003,76210.0,2000000002_00001,2019-01-17T10:59:00.000Z,SRM: Transfer Failed (E.Sys.)
batch_00,28.0,2000000003_00001,2018-01-08T06:21:00.000Z,SRM: Created
batch_00,28.0,2000000003_00001,2018-01-08T07:21:00.000Z,SRM: Complete
batch_00,28.0,2000000003_00001,2018-01-08T07:21:00.000Z,SRM: Awaiting Approval
batch_00,28.0,2000000003_00001,2018-01-08T07:21:00.000Z,SRM: Document Completed
batch_00,28.0,2000000003_00001,2018-01-08T07:21:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,28.0,2000000003_00001,2018-01-08T07:21:00.000Z,SRM: Ordered
batch_00,28.0,2000000003_00001,2018-01-08T07:21:00.000Z,SRM: Change was Transmitted
user_000,28.0,2000000003_00001,2018-01-08T07:21:00.000Z,Create Purchase Order Item
NONE,28.0,2000000003_00001,2018-01-08T22:59:00.000Z,Vendor creates invoice
user_000,28.0,2000000003_00001,2018-01-12T13:14:00.000Z,Record Goods Receipt
user_001,28.0,2000000003_00001,2018-02-12T15:58:00.000Z,Record Invoice Receipt
user_005,28.0,2000000003_00001,2018-03-08T12:21:00.000Z,Clear Invoice
batch_00,37.0,2000000003_00002,2018-01-08T06:21:00.000Z,SRM: Created
batch_00,37.0,2000000003_00002,2018-01-08T07:21:00.000Z,SRM: Complete
batch_00,37.0,2000000003_00002,2018-01-08T07:21:00.000Z,SRM: Awaiting Approval
batch_00,37.0,2000000003_00002,2018-01-08T07:21:00.000Z,SRM: Document Completed
batch_00,37.0,2000000003_00002,2018-01-08T07:21:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,37.0,2000000003_00002,2018-01-08T07:21:00.000Z,SRM: Ordered
batch_00,37.0,2000000003_00002,2018-01-08T07:21:00.000Z,SRM: Change was Transmitted
user_000,37.0,2000000003_00002,2018-01-08T07:21:00.000Z,Create Purchase Order Item
NONE,37.0,2000000003_00002,2018-01-08T22:59:00.000Z,Vendor creates invoice
user_000,37.0,2000000003_00002,2018-01-12T13:14:00.000Z,Record Goods Receipt
user_001,37.0,2000000003_00002,2018-02-12T15:58:00.000Z,Record Invoice Receipt
user_005,37.0,2000000003_00002,2018-03-08T12:21:00.000Z,Clear Invoice
batch_00,44.0,2000000003_00003,2018-01-08T06:21:00.000Z,SRM: Created
batch_00,44.0,2000000003_00003,2018-01-08T07:21:00.000Z,SRM: Complete
batch_00,44.0,2000000003_00003,2018-01-08T07:21:00.000Z,SRM: Awaiting Approval
batch_00,44.0,2000000003_00003,2018-01-08T07:21:00.000Z,SRM: Document Completed
batch_00,44.0,2000000003_00003,2018-01-08T07:21:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,44.0,2000000003_00003,2018-01-08T07:21:00.000Z,SRM: Ordered
batch_00,44.0,2000000003_00003,2018-01-08T07:21:00.000Z,SRM: Change was Transmitted
user_000,44.0,2000000003_00003,2018-01-08T07:21:00.000Z,Create Purchase Order Item
NONE,44.0,2000000003_00003,2018-01-08T22:59:00.000Z,Vendor creates invoice
user_000,44.0,2000000003_00003,2018-01-12T13:14:00.000Z,Record Goods Receipt
user_001,44.0,2000000003_00003,2018-02-12T15:58:00.000Z,Record Invoice Receipt
user_005,44.0,2000000003_00003,2018-03-08T12:21:00.000Z,Clear Invoice
batch_00,166.0,2000000004_00001,2018-01-08T06:21:00.000Z,SRM: Created
batch_00,166.0,2000000004_00001,2018-01-08T07:21:00.000Z,SRM: Complete
batch_00,166.0,2000000004_00001,2018-01-08T07:21:00.000Z,SRM: Awaiting Approval
batch_00,166.0,2000000004_00001,2018-01-08T07:21:00.000Z,SRM: Document Completed
batch_00,166.0,2000000004_00001,2018-01-08T07:21:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,166.0,2000000004_00001,2018-01-08T07:21:00.000Z,SRM: Ordered
batch_00,166.0,2000000004_00001,2018-01-08T07:21:00.000Z,SRM: Change was Transmitted
user_000,166.0,2000000004_00001,2018-01-08T07:21:00.000Z,Create Purchase Order Item
NONE,166.0,2000000004_00001,2018-01-08T22:59:00.000Z,Vendor creates invoice
user_000,166.0,2000000004_00001,2018-01-12T13:13:00.000Z,Record Goods Receipt
batch_00,166.0,2000000004_00001,2018-03-05T15:30:00.000Z,Record Invoice Receipt
user_002,166.0,2000000004_00001,2018-03-29T13:06:00.000Z,Clear Invoice
batch_00,433.0,2000000005_00001,2018-01-08T09:08:00.000Z,SRM: Created
batch_00,433.0,2000000005_00001,2018-01-08T10:08:00.000Z,SRM: Complete
batch_00,433.0,2000000005_00001,2018-01-08T10:08:00.000Z,SRM: Awaiting Approval
batch_00,433.0,2000000005_00001,2018-01-08T10:08:00.000Z,SRM: Document Completed
batch_00,433.0,2000000005_00001,2018-01-08T10:09:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,433.0,2000000005_00001,2018-01-08T10:09:00.000Z,SRM: Ordered
user_000,433.0,2000000005_00001,2018-01-08T10:09:00.000Z,Create Purchase Order Item
batch_00,433.0,2000000005_00001,2018-01-08T10:09:00.000Z,SRM: Change was Transmitted
NONE,433.0,2000000005_00001,2018-01-08T22:59:00.000Z,Vendor creates invoice
NONE,433.0,2000000005_00001,2018-01-08T22:59:00.000Z,Vendor creates debit memo
user_000,433.0,2000000005_00001,2018-01-19T08:09:00.000Z,Record Goods Receipt
user_006,433.0,2000000005_00001,2018-04-03T04:26:00.000Z,Record Invoice Receipt
user_002,433.0,2000000005_00001,2018-04-05T13:51:00.000Z,Clear Invoice
user_007,433.0,2000000005_00001,2018-08-02T07:15:00.000Z,Cancel Invoice Receipt
user_007,433.0,2000000005_00001,2018-08-02T07:17:00.000Z,Record Invoice Receipt
user_007,433.0,2000000005_00001,2018-08-02T07:19:00.000Z,Clear Invoice
batch_00,86.0,2000000005_00002,2018-01-08T09:08:00.000Z,SRM: Created
batch_00,86.0,2000000005_00002,2018-01-08T10:08:00.000Z,SRM: Complete
batch_00,86.0,2000000005_00002,2018-01-08T10:08:00.000Z,SRM: Awaiting Approval
batch_00,86.0,2000000005_00002,2018-01-08T10:08:00.000Z,SRM: Document Completed
batch_00,86.0,2000000005_00002,2018-01-08T10:09:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,86.0,2000000005_00002,2018-01-08T10:09:00.000Z,SRM: Ordered
user_000,86.0,2000000005_00002,2018-01-08T10:09:00.000Z,Create Purchase Order Item
batch_00,86.0,2000000005_00002,2018-01-08T10:09:00.000Z,SRM: Change was Transmitted
batch_00,37819.0,2000000006_00001,2018-01-08T10:33:00.000Z,SRM: Created
batch_00,37819.0,2000000006_00001,2018-01-08T11:33:00.000Z,SRM: Complete
batch_00,37819.0,2000000006_00001,2018-01-08T11:33:00.000Z,SRM: Awaiting Approval
batch_00,37819.0,2000000006_00001,2018-01-08T11:33:00.000Z,SRM: Document Completed
batch_00,37819.0,2000000006_00001,2018-01-08T11:33:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,37819.0,2000000006_00001,2018-01-08T11:33:00.000Z,SRM: Ordered
batch_00,37819.0,2000000006_00001,2018-01-08T11:33:00.000Z,SRM: Change was Transmitted
user_000,37819.0,2000000006_00001,2018-01-08T11:33:00.000Z,Create Purchase Order Item
NONE,37819.0,2000000006_00001,2018-01-08T22:59:00.000Z,Vendor creates invoice
user_000,37819.0,2000000006_00001,2018-01-09T09:04:00.000Z,Record Goods Receipt
NONE,37819.0,2000000006_00001,2018-01-09T09:04:00.000Z,Record Service Entry Sheet
user_007,37819.0,2000000006_00001,2018-01-09T11:59:00.000Z,Record Invoice Receipt
user_002,37819.0,2000000006_00001,2018-02-23T11:14:00.000Z,Clear Invoice
user_003,37819.0,2000000006_00001,2019-01-17T10:59:00.000Z,SRM: In Transfer to Execution Syst.
user_000,37819.0,2000000006_00001,2019-01-17T10:59:00.000Z,Change Delivery Indicator
batch_00,3227.0,2000000007_00001,2018-01-08T12:12:00.000Z,SRM: Created
batch_00,3227.0,2000000007_00001,2018-01-08T13:12:00.000Z,SRM: Complete
batch_00,3227.0,2000000007_00001,2018-01-08T13:12:00.000Z,SRM: Awaiting Approval
batch_00,3227.0,2000000007_00001,2018-01-08T13:12:00.000Z,SRM: Document Completed
batch_00,3227.0,2000000007_00001,2018-01-08T13:12:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,3227.0,2000000007_00001,2018-01-08T13:12:00.000Z,SRM: Ordered
batch_00,3227.0,2000000007_00001,2018-01-08T13:12:00.000Z,SRM: Change was Transmitted
user_000,3227.0,2000000007_00001,2018-01-08T13:12:00.000Z,Create Purchase Order Item
NONE,3227.0,2000000007_00001,2018-01-08T22:59:00.000Z,Vendor creates invoice
user_008,3227.0,2000000007_00001,2018-01-17T08:11:00.000Z,Record Invoice Receipt
user_000,3227.0,2000000007_00001,2018-02-21T12:53:00.000Z,Record Goods Receipt
user_006,3227.0,2000000007_00001,2018-02-21T12:55:00.000Z,Remove Payment Block
user_005,3227.0,2000000007_00001,2018-03-08T12:22:00.000Z,Clear Invoice
batch_00,18186.0,2000000008_00001,2018-01-08T14:36:00.000Z,SRM: Created
batch_00,18186.0,2000000008_00001,2018-01-08T15:36:00.000Z,SRM: Complete
batch_00,18186.0,2000000008_00001,2018-01-08T15:36:00.000Z,SRM: Awaiting Approval
batch_00,18186.0,2000000008_00001,2018-01-08T15:36:00.000Z,SRM: Document Completed
batch_00,18186.0,2000000008_00001,2018-01-08T15:36:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,18186.0,2000000008_00001,2018-01-08T15:36:00.000Z,SRM: Ordered
batch_00,18186.0,2000000008_00001,2018-01-08T15:36:00.000Z,SRM: Change was Transmitted
user_000,18186.0,2000000008_00001,2018-01-08T15:36:00.000Z,Create Purchase Order Item
NONE,18186.0,2000000008_00001,2018-01-10T22:59:00.000Z,Vendor creates invoice
user_000,18186.0,2000000008_00001,2018-01-15T11:53:00.000Z,Record Goods Receipt
NONE,18186.0,2000000008_00001,2018-01-15T11:53:00.000Z,Record Service Entry Sheet
batch_00,18186.0,2000000008_00001,2018-01-17T14:49:00.000Z,Record Invoice Receipt
user_002,18186.0,2000000008_00001,2018-02-22T15:18:00.000Z,Clear Invoice
NONE,1039.0,2000000009_00001,2018-01-02T22:59:00.000Z,Vendor creates invoice
batch_00,1039.0,2000000009_00001,2018-01-09T12:14:00.000Z,SRM: Created
batch_00,1039.0,2000000009_00001,2018-01-09T13:14:00.000Z,SRM: Complete
batch_00,1039.0,2000000009_00001,2018-01-09T13:14:00.000Z,SRM: Awaiting Approval
batch_00,1039.0,2000000009_00001,2018-01-09T13:14:00.000Z,SRM: Document Completed
batch_00,1039.0,2000000009_00001,2018-01-09T13:14:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,1039.0,2000000009_00001,2018-01-09T13:14:00.000Z,SRM: Ordered
user_000,1039.0,2000000009_00001,2018-01-09T13:14:00.000Z,Create Purchase Order Item
batch_00,1039.0,2000000009_00001,2018-01-09T13:14:00.000Z,SRM: Change was Transmitted
NONE,1039.0,2000000009_00001,2018-03-08T07:27:00.000Z,Record Service Entry Sheet
user_000,1039.0,2000000009_00001,2018-03-08T07:27:00.000Z,Record Goods Receipt
user_001,1039.0,2000000009_00001,2018-03-09T15:47:00.000Z,Record Invoice Receipt
user_005,1039.0,2000000009_00001,2018-03-15T13:13:00.000Z,Clear Invoice
batch_00,1668264.0,2000000010_00001,2018-01-09T14:30:00.000Z,SRM: Created
batch_00,1668264.0,2000000010_00001,2018-01-09T15:30:00.000Z,SRM: Complete
batch_00,1668264.0,2000000010_00001,2018-01-09T15:30:00.000Z,SRM: Awaiting Approval
batch_00,1668264.0,2000000010_00001,2018-01-09T15:30:00.000Z,SRM: Document Completed
batch_00,1668264.0,2000000010_00001,2018-01-09T15:30:00.000Z,SRM: Ordered
batch_00,1668264.0,2000000010_00001,2018-01-09T15:30:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,1668264.0,2000000010_00001,2018-01-09T15:30:00.000Z,SRM: Change was Transmitted
user_000,1668264.0,2000000010_00001,2018-01-09T15:30:00.000Z,Create Purchase Order Item
NONE,1668264.0,2000000010_00001,2018-01-09T22:59:00.000Z,Vendor creates invoice
user_000,1668264.0,2000000010_00001,2018-01-10T15:11:00.000Z,Record Goods Receipt
NONE,1668264.0,2000000010_00001,2018-01-10T15:11:00.000Z,Record Service Entry Sheet
user_011,1668264.0,2000000010_00001,2018-01-16T09:49:00.000Z,Record Invoice Receipt
user_002,1668264.0,2000000010_00001,2018-03-29T13:11:00.000Z,Clear Invoice
user_009,1668264.0,2000000010_00001,2018-09-05T09:43:00.000Z,SRM: Created
user_009,1668264.0,2000000010_00001,2018-09-05T11:44:00.000Z,SRM: Complete
user_009,1668264.0,2000000010_00001,2018-09-05T11:44:00.000Z,SRM: Awaiting Approval
user_009,1668264.0,2000000010_00001,2018-09-05T11:44:00.000Z,SRM: Document Completed
batch_00,1668264.0,2000000010_00001,2018-09-05T14:34:00.000Z,SRM: Ordered
batch_00,1668264.0,2000000010_00001,2018-09-05T14:34:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,1668264.0,2000000010_00001,2018-09-05T14:34:00.000Z,SRM: Deleted
user_000,1668264.0,2000000010_00001,2018-09-05T14:34:00.000Z,Change Price
NONE,1668264.0,2000000010_00001,2018-09-07T21:59:00.000Z,Vendor creates invoice
user_000,1668264.0,2000000010_00001,2018-09-28T08:28:00.000Z,Record Goods Receipt
NONE,1668264.0,2000000010_00001,2018-09-28T08:28:00.000Z,Record Service Entry Sheet
batch_00,1668264.0,2000000010_00001,2018-09-28T11:06:00.000Z,Record Invoice Receipt
user_010,1668264.0,2000000010_00001,2018-10-18T12:07:00.000Z,SRM: Created
user_010,1668264.0,2000000010_00001,2018-10-18T14:08:00.000Z,SRM: Complete
user_010,1668264.0,2000000010_00001,2018-10-18T14:08:00.000Z,SRM: Awaiting Approval
user_010,1668264.0,2000000010_00001,2018-10-18T14:08:00.000Z,SRM: Document Completed
batch_00,1668264.0,2000000010_00001,2018-10-22T04:05:00.000Z,SRM: Ordered
batch_00,1668264.0,2000000010_00001,2018-10-22T04:05:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,1668264.0,2000000010_00001,2018-10-22T04:05:00.000Z,SRM: Deleted
user_000,1668264.0,2000000010_00001,2018-10-22T04:05:00.000Z,Change Price
user_002,1668264.0,2000000010_00001,2018-11-29T15:16:00.000Z,Clear Invoice
user_000,1668264.0,2000000010_00001,2018-12-18T16:38:00.000Z,Record Goods Receipt
NONE,1668264.0,2000000010_00001,2018-12-18T16:38:00.000Z,Record Service Entry Sheet
user_003,1668264.0,2000000010_00001,2019-01-17T10:59:00.000Z,SRM: In Transfer to Execution Syst.
user_003,1668264.0,2000000010_00001,2019-01-17T10:59:00.000Z,SRM: Transfer Failed (E.Sys.)
batch_00,112583.0,2000000011_00001,2018-01-09T15:54:00.000Z,SRM: Created
batch_00,112583.0,2000000011_00001,2018-01-09T16:54:00.000Z,SRM: Complete
batch_00,112583.0,2000000011_00001,2018-01-09T16:54:00.000Z,SRM: Awaiting Approval
batch_00,112583.0,2000000011_00001,2018-01-09T16:54:00.000Z,SRM: Document Completed
batch_00,112583.0,2000000011_00001,2018-01-09T16:54:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,112583.0,2000000011_00001,2018-01-09T16:54:00.000Z,SRM: Ordered
batch_00,112583.0,2000000011_00001,2018-01-09T16:54:00.000Z,SRM: Change was Transmitted
user_000,112583.0,2000000011_00001,2018-01-09T16:54:00.000Z,Create Purchase Order Item
NONE,112583.0,2000000011_00001,2018-01-10T22:59:00.000Z,Vendor creates invoice
user_000,112583.0,2000000011_00001,2018-01-11T10:10:00.000Z,Record Goods Receipt
NONE,112583.0,2000000011_00001,2018-01-11T10:10:00.000Z,Record Service Entry Sheet
user_001,112583.0,2000000011_00001,2018-04-11T14:45:00.000Z,Record Invoice Receipt
user_002,112583.0,2000000011_00001,2018-04-12T12:08:00.000Z,Clear Invoice
user_003,112583.0,2000000011_00001,2019-01-17T10:59:00.000Z,SRM: In Transfer to Execution Syst.
user_003,112583.0,2000000011_00001,2019-01-17T10:59:00.000Z,SRM: Transfer Failed (E.Sys.)
batch_00,320.0,2000000012_00001,2018-01-10T14:38:00.000Z,SRM: Created
batch_00,320.0,2000000012_00001,2018-01-10T15:38:00.000Z,SRM: Complete
batch_00,320.0,2000000012_00001,2018-01-10T15:38:00.000Z,SRM: Awaiting Approval
batch_00,320.0,2000000012_00001,2018-01-10T15:38:00.000Z,SRM: Document Completed
batch_00,320.0,2000000012_00001,2018-01-10T15:38:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,320.0,2000000012_00001,2018-01-10T15:38:00.000Z,SRM: Ordered
batch_00,320.0,2000000012_00001,2018-01-10T15:38:00.000Z,SRM: Change was Transmitted
user_000,320.0,2000000012_00001,2018-01-10T15:38:00.000Z,Create Purchase Order Item
NONE,320.0,2000000012_00001,2018-01-29T22:59:00.000Z,Vendor creates invoice
user_000,320.0,2000000012_00001,2018-02-26T08:41:00.000Z,Record Goods Receipt
batch_00,320.0,2000000012_00001,2018-03-05T15:12:00.000Z,Record Invoice Receipt
user_002,320.0,2000000012_00001,2018-03-29T13:06:00.000Z,Clear Invoice
batch_00,857.0,2000000013_00001,2018-01-10T14:38:00.000Z,SRM: Created
batch_00,857.0,2000000013_00001,2018-01-10T15:38:00.000Z,SRM: Complete
batch_00,857.0,2000000013_00001,2018-01-10T15:38:00.000Z,SRM: Awaiting Approval
batch_00,857.0,2000000013_00001,2018-01-10T15:38:00.000Z,SRM: Document Completed
batch_00,857.0,2000000013_00001,2018-01-10T15:38:00.000Z,SRM: Ordered
batch_00,857.0,2000000013_00001,2018-01-10T15:38:00.000Z,SRM: Change was Transmitted
batch_00,857.0,2000000013_00001,2018-01-10T15:40:00.000Z,SRM: In Transfer to Execution Syst.
user_000,857.0,2000000013_00001,2018-01-10T15:40:00.000Z,Create Purchase Order Item
user_000,857.0,2000000013_00001,2018-01-16T13:27:00.000Z,Record Goods Receipt
NONE,857.0,2000000013_00001,2018-01-16T13:27:00.000Z,Record Service Entry Sheet
NONE,857.0,2000000013_00001,2018-01-22T22:59:00.000Z,Vendor creates invoice
user_001,857.0,2000000013_00001,2018-01-24T16:15:00.000Z,Record Invoice Receipt
user_002,857.0,2000000013_00001,2018-02-15T13:51:00.000Z,Clear Invoice
batch_00,17414.0,2000000014_00001,2018-01-11T14:41:00.000Z,SRM: Created
batch_00,17414.0,2000000014_00001,2018-01-11T15:41:00.000Z,SRM: Complete
batch_00,17414.0,2000000014_00001,2018-01-11T15:41:00.000Z,SRM: Awaiting Approval
batch_00,17414.0,2000000014_00001,2018-01-11T15:41:00.000Z,SRM: Document Completed
batch_00,17414.0,2000000014_00001,2018-01-11T15:41:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,17414.0,2000000014_00001,2018-01-11T15:41:00.000Z,SRM: Ordered
batch_00,17414.0,2000000014_00001,2018-01-11T15:41:00.000Z,SRM: Change was Transmitted
user_000,17414.0,2000000014_00001,2018-01-11T15:41:00.000Z,Create Purchase Order Item
NONE,17414.0,2000000014_00001,2018-02-06T22:59:00.000Z,Vendor creates invoice
user_000,17414.0,2000000014_00001,2018-02-16T15:47:00.000Z,Record Goods Receipt
NONE,17414.0,2000000014_00001,2018-02-16T15:47:00.000Z,Record Service Entry Sheet
user_011,17414.0,2000000014_00001,2018-02-19T13:20:00.000Z,Record Invoice Receipt
user_005,17414.0,2000000014_00001,2018-03-01T13:06:00.000Z,Clear Invoice
NONE,17414.0,2000000014_00001,2018-03-29T21:59:00.000Z,Vendor creates invoice
user_000,17414.0,2000000014_00001,2018-04-10T14:08:00.000Z,Record Goods Receipt
NONE,17414.0,2000000014_00001,2018-04-10T14:08:00.000Z,Record Service Entry Sheet
user_011,17414.0,2000000014_00001,2018-04-10T14:22:00.000Z,Record Invoice Receipt
user_002,17414.0,2000000014_00001,2018-04-19T12:47:00.000Z,Clear Invoice
NONE,17414.0,2000000014_00001,2018-06-25T21:59:00.000Z,Vendor creates invoice
user_000,17414.0,2000000014_00001,2018-07-24T10:29:00.000Z,Record Goods Receipt
NONE,17414.0,2000000014_00001,2018-07-24T10:29:00.000Z,Record Service Entry Sheet
user_012,17414.0,2000000014_00001,2018-07-25T13:00:00.000Z,Record Invoice Receipt
user_002,17414.0,2000000014_00001,2018-07-26T16:09:00.000Z,Clear Invoice
NONE,17414.0,2000000014_00001,2018-09-13T21:59:00.000Z,Vendor creates invoice
user_000,17414.0,2000000014_00001,2018-09-14T12:44:00.000Z,Record Goods Receipt
NONE,17414.0,2000000014_00001,2018-09-14T12:44:00.000Z,Record Service Entry Sheet
user_012,17414.0,2000000014_00001,2018-09-17T09:25:00.000Z,Record Invoice Receipt
user_002,17414.0,2000000014_00001,2018-10-04T14:50:00.000Z,Clear Invoice
NONE,17414.0,2000000014_00001,2018-11-14T22:59:00.000Z,Vendor creates invoice
user_000,17414.0,2000000014_00001,2018-11-28T12:23:00.000Z,Record Goods Receipt
NONE,17414.0,2000000014_00001,2018-11-28T12:23:00.000Z,Record Service Entry Sheet
user_013,17414.0,2000000014_00001,2018-11-29T12:41:00.000Z,Record Invoice Receipt
user_002,17414.0,2000000014_00001,2018-12-07T08:08:00.000Z,Clear Invoice
user_003,17414.0,2000000014_00001,2019-01-17T10:59:00.000Z,SRM: In Transfer to Execution Syst.
user_003,17414.0,2000000014_00001,2019-01-17T10:59:00.000Z,SRM: Transfer Failed (E.Sys.)
batch_00,457836.0,2000000015_00001,2018-01-12T08:51:00.000Z,SRM: Created
batch_00,457836.0,2000000015_00001,2018-01-12T09:51:00.000Z,SRM: Complete
batch_00,457836.0,2000000015_00001,2018-01-12T09:51:00.000Z,SRM: Awaiting Approval
batch_00,457836.0,2000000015_00001,2018-01-12T09:51:00.000Z,SRM: Document Completed
batch_00,457836.0,2000000015_00001,2018-01-12T09:51:00.000Z,SRM: In Transfer to Execution Syst.
batch_00,457836.0,2000000015_00001,2018-01-12T09:51:00.000Z,SRM: Ordered
batch_00,457836.0,2000000015_00001,2018-01-12T09:51:00.000Z,SRM: Change was Transmitted
user_000,457836.0,2000000015_00001,2018-01-12T09:51:00.000Z,Create Purchase Order Item
user_000,457836.0,2000000015_00001,2018-01-25T00:16:00.000Z,Record Goods Receipt
NONE,457836.0,2000000015_00001,2018-01-25T00:16:00.000Z,Record Service Entry Sheet
NONE,457836.0,2000000015_00001,2018-01-30T22:59:00.000Z,Vendor creates invoice
NONE,457836.0,2000000015_00001,2018-01-31T22:59:00.000Z,Vendor creates invoice
NONE,457836.0,2000000015_00001,2018-01-31T22:59:00.000Z,Vendor creates debit memo
user_000,457836.0,2000000015_00001,2018-02-05T10:46:00.000Z,Record Goods Receipt
NONE,457836.0,2000000015_00001,2018-02-05T10:46:00.000Z,Record Service Entry Sheet
user_006,457836.0,2000000015_00001,2018-02-06T15:46:00.000Z,Record Invoice Receipt
NONE,457836.0,2000000015_00001,2018-02-28T22:59:00.000Z,Vendor creates invoice
user_013,457836.0,2000000015_00001,2018-03-13T16:03:00.000Z,Record Invoice Receipt
user_011,457836.0,2000000015_00001,2018-03-23T06:23:00.000Z,Cancel Invoice Receipt
user_011,457836.0,2000000015_00001,2018-03-23T06:24:00.000Z,Clear Invoice
user_011,457836.0,2000000015_00001,2018-03-23T06:26:00.000Z,Record Invoice Receipt
user_000,457836.0,2000000015_00001,2018-03-26T07:32:00.000Z,Record Goods Receipt
NONE,457836.0,2000000015_00001,2018-03-26T07:32:00.000Z,Record Service Entry Sheet
user_000,457836.0,2000000015_00001,2018-03-26T07:34:00.000Z,Record Goods Receipt
