BELNR,CPUTM,EBELP,GJAHR,VGABE,BUDAT,CPUDT,EBELN
,073600,00001,2018,1,20180326,20180326,2000000015
4900000030,073900,00001,2018,1,20180326,20180326,2000000015
,073900,00001,2018,1,20180326,20180326,2000000015
5100000025,080100,00001,2018,2,20180326,20180326,2000000015
5100000025,140500,00001,2018,2,20180326,20180326,2000000015
5100000025,140600,00001,2018,2,20180326,20180326,2000000015
5100000025,152800,00001,2018,2,20180326,20180326,2000000015
4900000031,162600,00001,2018,1,20180429,20180429,2000000015
,162600,00001,2018,1,20180429,20180429,2000000015
4900000032,162800,00001,2018,1,20180429,20180429,2000000015
,162800,00001,2018,1,20180429,20180429,2000000015
4900000033,163000,00001,2018,1,20180429,20180429,2000000015
,163000,00001,2018,1,20180429,20180429,2000000015
5100000027,131900,00001,2018,2,20180430,20180430,2000000015
5100000028,105200,00001,2018,2,20180510,20180510,2000000015
5100000028,105300,00001,2018,2,20180510,20180510,2000000015
4900000034,074000,00001,2018,1,20180529,20180529,2000000015
,074000,00001,2018,1,20180529,20180529,2000000015
5100000028,083800,00001,2018,2,20180530,20180530,2000000015
4900000035,105100,00001,2018,1,20180725,20180725,2000000015
,105100,00001,2018,1,20180725,20180725,2000000015
4900000036,121600,00001,2018,1,20180725,20180725,2000000015
,121600,00001,2018,1,20180725,20180725,2000000015
4900000037,122300,00001,2018,1,20180725,20180725,2000000015
,122300,00001,2018,1,20180725,20180725,2000000015
5100000030,155600,00001,2018,2,20180725,20180725,2000000015
5100000030,060200,00001,2018,2,20180726,20180726,2000000015
5100000030,062300,00001,2018,2,20180726,20180726,2000000015
4900000038,123500,00001,2018,1,20180830,20180830,2000000015
,123500,00001,2018,1,20180830,20180830,2000000015
5100000033,093000,00001,2018,2,20180831,20180831,2000000015
4900000039,084300,00001,2018,1,20180928,20180928,2000000015
,084300,00001,2018,1,20180928,20180928,2000000015
4900000040,084700,00001,2018,1,20180928,20180928,2000000015
,084700,00001,2018,1,20180928,20180928,2000000015
4900000041,085100,00001,2018,1,20180928,20180928,2000000015
,085100,00001,2018,1,20180928,20180928,2000000015
4900000042,085300,00001,2018,1,20180928,20180928,2000000015
,085300,00001,2018,1,20180928,20180928,2000000015
5100000034,104800,00001,2018,2,20180928,20180928,2000000015
5100000034,105900,00001,2018,2,20180928,20180928,2000000015
5100000035,131300,00001,2018,2,20181001,20181001,2000000015
5100000035,104500,00001,2018,2,20181002,20181002,2000000015
4900000043,153700,00001,2018,1,20181114,20181114,2000000015
,153700,00001,2018,1,20181114,20181114,2000000015
5100000035,170300,00001,2018,2,20181114,20181114,2000000015
4900000044,134800,00001,2018,1,20180115,20180115,2000000016
,134800,00001,2018,1,20180115,20180115,2000000016
5100000037,094400,00001,2018,2,20180116,20180116,2000000016
4900000045,002000,00001,2018,1,20180125,20180125,2000000016
,002000,00001,2018,1,20180125,20180125,2000000016
4900000046,083900,00001,2018,1,20180129,20180129,2000000016
,083900,00001,2018,1,20180129,20180129,2000000016
4900000047,160600,00001,2018,1,20180202,20180202,2000000016
,160600,00001,2018,1,20180202,20180202,2000000016
5100000040,091600,00001,2018,2,20180205,20180205,2000000016
5100000040,163200,00001,2018,2,20180209,20180209,2000000016
5100000040,163300,00001,2018,2,20180209,20180209,2000000016
4900000048,155800,00001,2018,1,20180216,20180216,2000000016
,155800,00001,2018,1,20180216,20180216,2000000016
5100000042,131700,00001,2018,2,20180219,20180219,2000000016
4900000049,115000,00001,2018,1,20180222,20180222,2000000016
,115000,00001,2018,1,20180222,20180222,2000000016
4900000050,133900,00001,2018,1,20180228,20180228,2000000016
,133900,00001,2018,1,20180228,20180228,2000000016
5100000045,145900,00001,2018,2,20180315,20180315,2000000016
5100000045,151800,00001,2018,2,20180315,20180315,2000000016
4900000051,091300,00001,2018,1,20180327,20180327,2000000016
,091300,00001,2018,1,20180327,20180327,2000000016
4900000052,091600,00001,2018,1,20180327,20180327,2000000016
,091600,00001,2018,1,20180327,20180327,2000000016
5100000047,125300,00001,2018,2,20180327,20180327,2000000016
5100000047,125500,00001,2018,2,20180327,20180327,2000000016
4900000053,123500,00001,2018,1,20180425,20180425,2000000016
,123500,00001,2018,1,20180425,20180425,2000000016
4900000054,123900,00001,2018,1,20180425,20180425,2000000016
,123900,00001,2018,1,20180425,20180425,2000000016
4900000055,125000,00001,2018,1,20180425,20180425,2000000016
,125000,00001,2018,1,20180425,20180425,2000000016
4900000056,125900,00001,2018,1,20180425,20180425,2000000016
,125900,00001,2018,1,20180425,20180425,2000000016
4900000057,130300,00001,2018,1,20180425,20180425,2000000016
,130300,00001,2018,1,20180425,20180425,2000000016
4900000058,130500,00001,2018,1,20180425,20180425,2000000016
,130500,00001,2018,1,20180425,20180425,2000000016
5100000051,132300,00001,2018,2,20180425,20180425,2000000016
5100000051,132400,00001,2018,2,20180425,20180425,2000000016
5100000051,133900,00001,2018,2,20180425,20180425,2000000016
4900000059,143700,00001,2018,1,20180425,20180425,2000000016
,143700,00001,2018,1,20180425,20180425,2000000016
5100000055,084400,00001,2018,2,20180521,20180521,2000000016
5100000055,132400,00001,2018,2,20180521,20180521,2000000016
5100000055,141000,00001,2018,2,20180521,20180521,2000000016
5100000055,144900,00001,2018,2,20180521,20180521,2000000016
4900000060,185600,00001,2018,1,20180527,20180527,2000000016
,185600,00001,2018,1,20180527,20180527,2000000016
4900000061,190200,00001,2018,1,20180527,20180527,2000000016
,190200,00001,2018,1,20180527,20180527,2000000016
4900000062,190900,00001,2018,1,20180527,20180527,2000000016
,190900,00001,2018,1,20180527,20180527,2000000016
4900000063,191200,00001,2018,1,20180527,20180527,2000000016
,191200,00001,2018,1,20180527,20180527,2000000016
5100000056,122900,00001,2018,2,20180528,20180528,2000000016
5100000059,155700,00001,2018,2,20180620,20180620,2000000016
5100000060,143600,00001,2018,2,20180625,20180625,2000000016
5100000060,145500,00001,2018,2,20180625,20180625,2000000016
4900000064,205900,00001,2018,1,20180626,20180626,2000000016
,205900,00001,2018,1,20180626,20180626,2000000016
4900000065,210400,00001,2018,1,20180626,20180626,2000000016
,210400,00001,2018,1,20180626,20180626,2000000016
4900000066,210600,00001,2018,1,20180626,20180626,2000000016
,210600,00001,2018,1,20180626,20180626,2000000016
4900000067,210900,00001,2018,1,20180626,20180626,2000000016
,210900,00001,2018,1,20180626,20180626,2000000016
5100000060,151500,00001,2018,2,20180627,20180627,2000000016
4900000068,112100,00001,2018,1,20180628,20180628,2000000016
,112100,00001,2018,1,20180628,20180628,2000000016
5100000063,111300,00001,2018,2,20180718,20180718,2000000016
5100000063,142400,00001,2018,2,20180718,20180718,2000000016
5100000064,132000,00001,2018,2,20180723,20180723,2000000016
5100000064,140200,00001,2018,2,20180723,20180723,2000000016
4900000069,135500,00001,2018,1,20180724,20180724,2000000016
,135500,00001,2018,1,20180724,20180724,2000000016
4900000070,135600,00001,2018,1,20180724,20180724,2000000016
,135600,00001,2018,1,20180724,20180724,2000000016
4900000071,135900,00001,2018,1,20180724,20180724,2000000016
,135900,00001,2018,1,20180724,20180724,2000000016
4900000072,114600,00001,2018,1,20180727,20180727,2000000016
,114600,00001,2018,1,20180727,20180727,2000000016
5100000067,142000,00001,2018,2,20180814,20180814,2000000016
5100000067,121100,00001,2018,2,20180815,20180815,2000000016
5100000067,123300,00001,2018,2,20180815,20180815,2000000016
5100000068,125800,00001,2018,2,20180820,20180820,2000000016
4900000073,144700,00001,2018,1,20180830,20180830,2000000016
,144700,00001,2018,1,20180830,20180830,2000000016
4900000074,144900,00001,2018,1,20180830,20180830,2000000016
,144900,00001,2018,1,20180830,20180830,2000000016
4900000075,145200,00001,2018,1,20180830,20180830,2000000016
,145200,00001,2018,1,20180830,20180830,2000000016
4900000076,145700,00001,2018,1,20180830,20180830,2000000016
,145700,00001,2018,1,20180830,20180830,2000000016
4900000077,150000,00001,2018,1,20180830,20180830,2000000016
,150000,00001,2018,1,20180830,20180830,2000000016
5100000069,171200,00001,2018,2,20180830,20180830,2000000016
5100000069,104600,00001,2018,2,20180831,20180831,2000000016
5100000070,060000,00001,2018,2,20180907,20180907,2000000016
5100000070,154900,00001,2018,2,20180907,20180907,2000000016
5100000071,101500,00001,2018,2,20180910,20180910,2000000016
4900000078,055700,00001,2018,1,20180928,20180928,2000000016
,055700,00001,2018,1,20180928,20180928,2000000016
4900000079,060000,00001,2018,1,20180928,20180928,2000000016
,060000,00001,2018,1,20180928,20180928,2000000016
4900000080,060300,00001,2018,1,20180928,20180928,2000000016
,060300,00001,2018,1,20180928,20180928,2000000016
4900000081,060700,00001,2018,1,20180928,20180928,2000000016
,060700,00001,2018,1,20180928,20180928,2000000016
5100000073,110600,00001,2018,2,20180928,20180928,2000000016
5100000073,110800,00001,2018,2,20180928,20180928,2000000016
5100000073,111300,00001,2018,2,20180928,20180928,2000000016
5100000074,091300,00001,2018,2,20181003,20181003,2000000016
4900000082,153100,00001,2018,1,20181030,20181030,2000000016
,153100,00001,2018,1,20181030,20181030,2000000016
4900000083,153500,00001,2018,1,20181030,20181030,2000000016
,153500,00001,2018,1,20181030,20181030,2000000016
4900000084,153900,00001,2018,1,20181030,20181030,2000000016
,153900,00001,2018,1,20181030,20181030,2000000016
5100000078,123600,00001,2018,2,20181031,20181031,2000000016
5100000078,162500,00001,2018,2,20181031,20181031,2000000016
5100000079,115100,00001,2018,2,20181105,20181105,2000000016
5100000080,162100,00001,2018,2,20181114,20181114,2000000016
5100000084,132100,00001,2018,2,20181211,20181211,2000000016
4900000085,110400,00001,2018,1,20181217,20181217,2000000016
,110400,00001,2018,1,20181217,20181217,2000000016
4900000086,110700,00001,2018,1,20181217,20181217,2000000016
,110700,00001,2018,1,20181217,20181217,2000000016
4900000087,111000,00001,2018,1,20181217,20181217,2000000016
,111000,00001,2018,1,20181217,20181217,2000000016
4900000088,111300,00001,2018,1,20181217,20181217,2000000016
,111300,00001,2018,1,20181217,20181217,2000000016
4900000089,111900,00001,2018,1,20181217,20181217,2000000016
,111900,00001,2018,1,20181217,20181217,2000000016
4900000090,112200,00001,2018,1,20181217,20181217,2000000016
,112200,00001,2018,1,20181217,20181217,2000000016
4900000091,112400,00001,2018,1,20181217,20181217,2000000016
,112400,00001,2018,1,20181217,20181217,2000000016
4900000092,112700,00001,2018,1,20181217,20181217,2000000016
,112700,00001,2018,1,20181217,20181217,2000000016
5100000085,115400,00001,2018,2,20181217,20181217,2000000016
5100000085,115700,00001,2018,2,20181217,20181217,2000000016
5100000085,120800,00001,2018,2,20181217,20181217,2000000016
5100000085,071600,00001,2018,2,20181218,20181218,2000000016
5100000085,071700,00001,2018,2,20181218,20181218,2000000016
4900000093,100300,00001,2018,1,20181219,20181219,2000000016
,100300,00001,2018,1,20181219,20181219,2000000016
5100000085,075000,00001,2018,2,20181228,20181228,2000000016
5100000085,122300,00001,2018,2,20181228,20181228,2000000016
5100000085,143500,00001,2018,2,20181228,20181228,2000000016
4900000094,210200,00001,2018,1,20180227,20180227,2000000017
,210200,00001,2018,1,20180227,20180227,2000000017
4900000095,210600,00001,2018,1,20180227,20180227,2000000017
,210600,00001,2018,1,20180227,20180227,2000000017
4900000096,210800,00001,2018,1,20180227,20180227,2000000017
,210800,00001,2018,1,20180227,20180227,2000000017
4900000097,211200,00001,2018,1,20180227,20180227,2000000017
,211200,00001,2018,1,20180227,20180227,2000000017
5100000087,160400,00001,2018,2,20180326,20180326,2000000017
5100000087,143000,00001,2018,2,20180403,20180403,2000000017
5100000087,143100,00001,2018,2,20180403,20180403,2000000017
5100000087,090600,00001,2018,2,20180404,20180404,2000000017
4900000098,153000,00001,2018,1,20180430,20180430,2000000017
,153000,00001,2018,1,20180430,20180430,2000000017
4900000099,153200,00001,2018,1,20180430,20180430,2000000017
,153200,00001,2018,1,20180430,20180430,2000000017
4900000100,153400,00001,2018,1,20180430,20180430,2000000017
,153400,00001,2018,1,20180430,20180430,2000000017
5100000089,122500,00001,2018,2,20180514,20180514,2000000017
4900000101,080700,00001,2018,1,20180529,20180529,2000000017
,080700,00001,2018,1,20180529,20180529,2000000017
5100000090,152300,00001,2018,2,20180606,20180606,2000000017
5100000090,152500,00001,2018,2,20180606,20180606,2000000017
5100000090,125300,00001,2018,2,20180607,20180607,2000000017
4900000102,120900,00001,2018,1,20180628,20180628,2000000017
,120900,00001,2018,1,20180628,20180628,2000000017
4900000103,121200,00001,2018,1,20180628,20180628,2000000017
,121200,00001,2018,1,20180628,20180628,2000000017
4900000104,121400,00001,2018,1,20180628,20180628,2000000017
,121400,00001,2018,1,20180628,20180628,2000000017
4900000105,121700,00001,2018,1,20180628,20180628,2000000017
,121700,00001,2018,1,20180628,20180628,2000000017
5100000091,050200,00001,2018,2,20180727,20180727,2000000017
5100000091,050300,00001,2018,2,20180727,20180727,2000000017
5100000091,050400,00001,2018,2,20180727,20180727,2000000017
4900000106,123000,00001,2018,1,20180727,20180727,2000000017
,123000,00001,2018,1,20180727,20180727,2000000017
4900000107,123400,00001,2018,1,20180727,20180727,2000000017
,123400,00001,2018,1,20180727,20180727,2000000017
5100000091,133900,00001,2018,2,20180727,20180727,2000000017
5100000091,073000,00001,2018,2,20180731,20180731,2000000017
5100000091,073100,00001,2018,2,20180731,20180731,2000000017
4900000108,090300,00001,2018,1,20180928,20180928,2000000017
,090300,00001,2018,1,20180928,20180928,2000000017
5100000095,112100,00001,2018,2,20181002,20181002,2000000017
4900000109,010800,00001,2018,1,20181126,20181126,2000000017
,010800,00001,2018,1,20181126,20181126,2000000017
4900000110,011200,00001,2018,1,20181126,20181126,2000000017
,011200,00001,2018,1,20181126,20181126,2000000017
4900000111,013000,00001,2018,1,20181126,20181126,2000000017
,013000,00001,2018,1,20181126,20181126,2000000017
4900000112,013200,00001,2018,1,20181126,20181126,2000000017
,013200,00001,2018,1,20181126,20181126,2000000017
4900000113,013500,00001,2018,1,20181126,20181126,2000000017
,013500,00001,2018,1,20181126,20181126,2000000017
4900000114,013800,00001,2018,1,20181126,20181126,2000000017
,013800,00001,2018,1,20181126,20181126,2000000017
4900000115,015200,00001,2018,1,20181126,20181126,2000000017
,015200,00001,2018,1,20181126,20181126,2000000017
4900000116,015500,00001,2018,1,20181126,20181126,2000000017
,015500,00001,2018,1,20181126,20181126,2000000017
4900000117,015800,00001,2018,1,20181126,20181126,2000000017
,015800,00001,2018,1,20181126,20181126,2000000017
5100000097,125400,00001,2018,2,20181206,20181206,2000000017
5100000097,104200,00001,2018,2,20181221,20181221,2000000017
5100000097,105200,00001,2018,2,20181221,20181221,2000000017
5100000097,130700,00001,2018,2,20181221,20181221,2000000017
5100000097,105400,00001,2018,2,20181224,20181224,2000000017
5100000097,105600,00001,2018,2,20181224,20181224,2000000017
5100000097,135100,00001,2018,2,20181227,20181227,2000000017
5100000097,041200,00001,2019,2,20190103,20190103,2000000017
5100000097,052100,00001,2019,2,20190103,20190103,2000000017
4900000118,100700,00001,2018,1,20180131,20180131,2000000018
,100700,00001,2018,1,20180131,20180131,2000000018
5100000098,161000,00001,2018,2,20180201,20180201,2000000018
4900000119,104000,00001,2018,1,20180205,20180205,2000000018
,104000,00001,2018,1,20180205,20180205,2000000018
5100000098,154900,00001,2018,2,20180206,20180206,2000000018
4900000120,114700,00001,2018,1,20180320,20180320,2000000018
,114700,00001,2018,1,20180320,20180320,2000000018
4900000121,115100,00001,2018,1,20180320,20180320,2000000018
,115100,00001,2018,1,20180320,20180320,2000000018
4900000122,115600,00001,2018,1,20180320,20180320,2000000018
,115600,00001,2018,1,20180320,20180320,2000000018
5100000099,150800,00001,2018,2,20180320,20180320,2000000018
5100000099,150900,00001,2018,2,20180320,20180320,2000000018
5100000099,151100,00001,2018,2,20180320,20180320,2000000018
4900000123,100600,00001,2018,1,20180327,20180327,2000000018
,100600,00001,2018,1,20180327,20180327,2000000018
5100000100,125200,00001,2018,2,20180327,20180327,2000000018
4900000124,130900,00001,2018,1,20180410,20180410,2000000018
,130900,00001,2018,1,20180410,20180410,2000000018
4900000125,132100,00001,2018,1,20180410,20180410,2000000018
,132100,00001,2018,1,20180410,20180410,2000000018
4900000126,133500,00001,2018,1,20180410,20180410,2000000018
,133500,00001,2018,1,20180410,20180410,2000000018
5100000100,141100,00001,2018,2,20180410,20180410,2000000018
5100000100,141200,00001,2018,2,20180410,20180410,2000000018
5100000100,141600,00001,2018,2,20180410,20180410,2000000018
5100000100,095600,00001,2018,2,20180416,20180416,2000000018
4900000127,191700,00001,2018,1,20180527,20180527,2000000018
,191700,00001,2018,1,20180527,20180527,2000000018
4900000128,193700,00001,2018,1,20180527,20180527,2000000018
,193700,00001,2018,1,20180527,20180527,2000000018
5100000102,084900,00001,2018,2,20180528,20180528,2000000018
4900000129,093400,00001,2018,1,20180529,20180529,2000000018
,093400,00001,2018,1,20180529,20180529,2000000018
4900000130,093800,00001,2018,1,20180529,20180529,2000000018
,093800,00001,2018,1,20180529,20180529,2000000018
5100000102,085100,00001,2018,2,20180530,20180530,2000000018
5100000102,085800,00001,2018,2,20180530,20180530,2000000018
5100000102,073000,00001,2018,2,20180531,20180531,2000000018
4900000131,211300,00001,2018,1,20180626,20180626,2000000018
,211300,00001,2018,1,20180626,20180626,2000000018
5100000103,095800,00001,2018,2,20180628,20180628,2000000018
4900000132,105900,00001,2018,1,20180628,20180628,2000000018
,105900,00001,2018,1,20180628,20180628,2000000018
4900000133,110600,00001,2018,1,20180628,20180628,2000000018
,110600,00001,2018,1,20180628,20180628,2000000018
5100000103,150300,00001,2018,2,20180629,20180629,2000000018
4900000134,141300,00001,2018,1,20180724,20180724,2000000018
,141300,00001,2018,1,20180724,20180724,2000000018
4900000135,141800,00001,2018,1,20180724,20180724,2000000018
,141800,00001,2018,1,20180724,20180724,2000000018
4900000136,142100,00001,2018,1,20180724,20180724,2000000018
,142100,00001,2018,1,20180724,20180724,2000000018
5100000103,155000,00001,2018,2,20180724,20180724,2000000018
5100000103,071100,00001,2018,2,20180725,20180725,2000000018
5100000104,063000,00001,2018,2,20180726,20180726,2000000018
5100000104,063200,00001,2018,2,20180726,20180726,2000000018
4900000137,112300,00001,2018,1,20180727,20180727,2000000018
,112300,00001,2018,1,20180727,20180727,2000000018
4900000138,113700,00001,2018,1,20180727,20180727,2000000018
,113700,00001,2018,1,20180727,20180727,2000000018
4900000139,114100,00001,2018,1,20180727,20180727,2000000018
,114100,00001,2018,1,20180727,20180727,2000000018
5100000104,072200,00001,2018,2,20180731,20180731,2000000018
5100000104,072700,00001,2018,2,20180731,20180731,2000000018
5100000104,072800,00001,2018,2,20180731,20180731,2000000018
4900000140,101500,00001,2018,1,20180731,20180731,2000000018
,101500,00001,2018,1,20180731,20180731,2000000018
5100000104,111000,00001,2018,2,20180731,20180731,2000000018
4900000141,061300,00001,2018,1,20180928,20180928,2000000018
,061300,00001,2018,1,20180928,20180928,2000000018
4900000142,061700,00001,2018,1,20180928,20180928,2000000018
,061700,00001,2018,1,20180928,20180928,2000000018
4900000143,062100,00001,2018,1,20180928,20180928,2000000018
,062100,00001,2018,1,20180928,20180928,2000000018
4900000144,062500,00001,2018,1,20180928,20180928,2000000018
,062500,00001,2018,1,20180928,20180928,2000000018
4900000145,062900,00001,2018,1,20180928,20180928,2000000018
,062900,00001,2018,1,20180928,20180928,2000000018
4900000146,063400,00001,2018,1,20180928,20180928,2000000018
,063400,00001,2018,1,20180928,20180928,2000000018
5100000106,110200,00001,2018,2,20180928,20180928,2000000018
5100000106,085000,00001,2018,2,20181002,20181002,2000000018
5100000106,154900,00001,2018,2,20181002,20181002,2000000018
5100000106,091500,00001,2018,2,20181003,20181003,2000000018
5100000106,091600,00001,2018,2,20181003,20181003,2000000018
5100000106,091700,00001,2018,2,20181003,20181003,2000000018
4900000147,104400,00001,2018,1,20181011,20181011,2000000018
,104400,00001,2018,1,20181011,20181011,2000000018
5100000106,104600,00001,2018,2,20181011,20181011,2000000018
4900000148,144800,00001,2018,1,20181030,20181030,2000000018
,144800,00001,2018,1,20181030,20181030,2000000018
4900000149,145200,00001,2018,1,20181030,20181030,2000000018
,145200,00001,2018,1,20181030,20181030,2000000018
4900000150,150600,00001,2018,1,20181030,20181030,2000000018
,150600,00001,2018,1,20181030,20181030,2000000018
4900000151,151700,00001,2018,1,20181030,20181030,2000000018
,151700,00001,2018,1,20181030,20181030,2000000018
5100000107,102100,00001,2018,2,20181031,20181031,2000000018
5100000107,155200,00001,2018,2,20181031,20181031,2000000018
4900000152,150700,00001,2018,1,20181114,20181114,2000000018
,150700,00001,2018,1,20181114,20181114,2000000018
4900000153,152000,00001,2018,1,20181114,20181114,2000000018
,152000,00001,2018,1,20181114,20181114,2000000018
4900000154,160100,00001,2018,1,20181114,20181114,2000000018
,160100,00001,2018,1,20181114,20181114,2000000018
5100000107,170700,00001,2018,2,20181114,20181114,2000000018
5100000107,084700,00001,2018,2,20181115,20181115,2000000018
5100000107,095100,00001,2018,2,20181115,20181115,2000000018
5100000107,145100,00001,2018,2,20181122,20181122,2000000018
5100000107,162500,00001,2018,2,20181122,20181122,2000000018
4900000155,211200,00001,2018,1,20181128,20181128,2000000018
,211200,00001,2018,1,20181128,20181128,2000000018
4900000156,100900,00001,2018,1,20181129,20181129,2000000018
,100900,00001,2018,1,20181129,20181129,2000000018
4900000157,121000,00001,2018,1,20181130,20181130,2000000018
,121000,00001,2018,1,20181130,20181130,2000000018
5100000108,135000,00001,2018,2,20181203,20181203,2000000018
4900000158,152200,00001,2018,1,20181203,20181203,2000000018
,152200,00001,2018,1,20181203,20181203,2000000018
4900000159,152500,00001,2018,1,20181203,20181203,2000000018
,152500,00001,2018,1,20181203,20181203,2000000018
5100000108,093300,00001,2018,2,20181204,20181204,2000000018
5100000108,165900,00001,2018,2,20181204,20181204,2000000018
5100000108,132400,00001,2018,2,20181205,20181205,2000000018
5100000108,065400,00001,2019,2,20190104,20190104,2000000018
4900000160,153900,00001,2018,1,20180430,20180430,2000000019
,153900,00001,2018,1,20180430,20180430,2000000019
4900000161,154200,00001,2018,1,20180430,20180430,2000000019
,154200,00001,2018,1,20180430,20180430,2000000019
4900000162,154400,00001,2018,1,20180430,20180430,2000000019
,154400,00001,2018,1,20180430,20180430,2000000019
4900000163,154600,00001,2018,1,20180430,20180430,2000000019
,154600,00001,2018,1,20180430,20180430,2000000019
4900000164,115400,00001,2018,1,20180628,20180628,2000000019
,115400,00001,2018,1,20180628,20180628,2000000019
4900000165,120300,00001,2018,1,20180628,20180628,2000000019
,120300,00001,2018,1,20180628,20180628,2000000019
5100000113,145600,00001,2018,2,20180629,20180629,2000000019
5100000115,133800,00001,2018,2,20180727,20180727,2000000019
5100000115,142500,00001,2018,2,20180727,20180727,2000000019
4900000166,225300,00001,2018,1,20180730,20180730,2000000019
,225300,00001,2018,1,20180730,20180730,2000000019
4900000167,225700,00001,2018,1,20180730,20180730,2000000019
,225700,00001,2018,1,20180730,20180730,2000000019
4900000168,230800,00001,2018,1,20180730,20180730,2000000019
,230800,00001,2018,1,20180730,20180730,2000000019
4900000169,231100,00001,2018,1,20180730,20180730,2000000019
,231100,00001,2018,1,20180730,20180730,2000000019
5100000115,073200,00001,2018,2,20180731,20180731,2000000019
5100000115,075200,00001,2018,2,20180731,20180731,2000000019
5100000115,075400,00001,2018,2,20180731,20180731,2000000019
5100000115,075700,00001,2018,2,20180731,20180731,2000000019
5100000115,075900,00001,2018,2,20180731,20180731,2000000019
5100000115,080000,00001,2018,2,20180731,20180731,2000000019
5100000115,110000,00001,2018,2,20180801,20180801,2000000019
